gene_id	Intercept	condition_adult_pzq_vs_adult_control	condition_juvenile_control_vs_adult_control	condition_juvenile_pzq_vs_adult_control
Smp_009990	10.9219679218924	0.253286918038982	0.201546205634461	0.311793996197032
Smp_010090	11.2162032753233	-0.00759752867027664	-0.117807349436642	-0.128140625630425
Smp_010100	10.7514402102184	-0.234968684970504	0.195026293050174	0.0101045080426597
Smp_010110	10.8827117651918	0.0776671184943028	0.0180887297720263	0.113836534180494
Smp_010140	10.6774108190686	-0.145747222832863	-0.0169091843471143	-0.140818426651977
Smp_010160	11.3157307673577	-0.00657624749368134	-0.151845745800078	0.118293228836484
Smp_010230	11.4893059170397	-0.471921530420034	0.136405773286173	-0.14347244750317
Smp_010250	11.3920635107565	0.034153861425318	0.234232723077967	0.0951882238456295
Smp_010260	10.01876216035	0.0461505309447316	-0.540303168002762	-0.311221080435409
Smp_010280	10.3671293621843	0.494840974591151	-0.310517546347226	0.129560887816333
Smp_010290	12.4940660370553	0.116408441640972	0.188473561681454	0.118152239126559
Smp_010370	10.3477073302805	2.42656462771899	0.288648389544414	0.546116340036524
Smp_010380	10.4898276966227	0.118627159692922	0.221417766043169	0.286227239404197
Smp_010400	9.69194817611079	-0.374335635188314	-0.279431124051709	-0.486675364071727
Smp_010450	6.42494625128092	0.0709042534212485	0.576968341232416	0.370646865352924
Smp_010550	13.2998188300911	-0.419519417891355	0.747779920488588	0.489523332531413
Smp_010620	9.78717311898302	-0.432279918689676	0.434503439643356	-0.0824956035676924
Smp_010690	11.4613151884591	-0.2250753051697	-0.166901758626985	-0.211388535517914
Smp_010710	11.9359300390556	-0.541211700571211	0.0951567137614534	-0.371492356068558
Smp_010720	5.54993210411507	-0.77232106304556	-1.25527329326409	-1.64725673697515
Smp_010800	8.27923406668207	0.0832814911890155	-0.480258285192978	-0.337314099253072
Smp_010820	11.7736840110469	-0.711906577341934	-0.155863017124172	-0.872134764076996
