gene_id	Intercept	condition_cercaria_male_vs_cercaria_female	condition_cercaria_mixed_vs_cercaria_female	condition_egg_mixed_vs_cercaria_female	condition_juvenile_26d_female_vs_cercaria_female	condition_juvenile_26d_male_vs_cercaria_female	condition_miracidium_mixed_vs_cercaria_female	condition_schistosomulum_2d_female_vs_cercaria_female	condition_schistosomulum_2d_male_vs_cercaria_female	condition_schistosomulum_2d_mixed_vs_cercaria_female	condition_sporocyst_1d_mixed_vs_cercaria_female	condition_sporocyst_32d_female_vs_cercaria_female	condition_sporocyst_32d_male_vs_cercaria_female	condition_sporocyst_32d_mixed_vs_cercaria_female	condition_sporocyst_5d_mixed_vs_cercaria_female
Smp_000280	0.316349514543737	0.16928556032061	-1.28933410591176	1.94078273762576	6.27059506302539	1.81359135572515	0.95218105546844	-0.0824390970892837	-2.77850514029083	-0.461560500590291	-0.32955098720361	-1.61777813425002	0.284533293510292	-1.75321429573107	0.41912023270055
Smp_000300	9.53886964762936	-0.0590211794790888	0.0999505307010477	-0.813868164795556	1.32594126801915	1.63046938717794	-2.17748385482838	-0.69894749247283	-0.629061341256842	-0.440282527751815	-2.88870025971019	-1.03639182591768	-1.05301605294141	-1.45152903851521	-2.46182730179412
Smp_000310	12.0885369820892	0.184405046210922	0.10671546729851	-0.739918594974256	-0.543174043336704	-0.334836174540197	1.7387510083763	-0.326124729395512	-0.0582430876271283	-0.154715996436593	-0.184836716773603	-0.932892599529934	-1.07494663024688	-0.550320594593702	-0.543466729014712
Smp_000320	11.0121526517276	-0.840873836903968	-0.16252248449967	0.0917690153986919	1.35386459183305	1.22914207032865	0.206087463881243	-1.48014956446662	-0.632518798030415	-1.23254726351281	-2.0892505085653	0.958403004251953	0.755877013752996	0.239835339395532	-2.95362452986839
Smp_000340	8.66316671884521	0.755780893166839	0.458353104161235	4.63599738012413	-0.361603298972787	-0.252609354529108	3.62097937802425	-1.27784097442868	-1.54658199045926	-1.41646678611991	4.01499394194006	1.85291544503243	1.88242927408029	2.47070893789456	3.78736638180184
Smp_000370	11.6864976572264	0.263055449426418	0.160439257488766	-0.465799779383935	-0.768011043420705	-0.764162344383309	2.26063423120937	-0.486084960549593	0.0198117297116577	-0.330317447454848	0.022290454996425	-0.772445546007558	-1.15874414641504	-0.976392253880748	-0.424986201373447
Smp_000390	-1.79105055676515	-0.207013919605064	-0.333575767368562	3.89681064989819	7.54149287710287	1.85472301078923	3.81323652076208	-1.01448939504059	-1.24818335065094	-1.66295443286396	2.54248701805748	0.489618568424033	0.82677974591427	0.354182591119422	-0.604189090293453
Smp_000420	-1.79103749486063	-0.207027262635381	0.819611955935786	4.79074946177105	9.42986150450198	3.22578162640497	1.13282571632227	4.35377447515631	-0.0808520731779884	1.44471460204885	3.81776545132916	5.71743062054471	4.93544679363286	5.2764685687122	0.838601620700308
Smp_000430	-0.131433890577236	-0.150216421276104	0.531435393736091	3.89674145187206	8.74882240926969	2.73227119616368	1.50028722097293	1.97995035746464	-0.66388539772229	1.22238658787231	3.43064301487917	1.89095049434396	-0.241992077186303	0.330210509590436	1.52642903654176
Smp_000470	11.0486746896037	0.0136427778957733	0.0294085735231902	-0.0572524584576468	-0.0297610767792943	-0.0495467809737434	-0.224322206139858	0.0901354172893981	0.161226186322856	-0.026811507274788	-0.136100566820283	-0.465154877427383	-0.660599193919875	-0.709579434835415	-0.258679780889177
Smp_000480	11.9309467339386	0.188748508083223	-0.0513640665864965	1.11845768566646	0.744160012144542	0.745790813337427	1.4695601621897	0.840526977081259	0.840280428233927	0.893510597068597	1.7784570306537	1.25598434946536	1.45109342736017	1.64189274653451	1.52840019951802
Smp_000500	6.0784746623722	0.382880555656323	-0.0401376115626186	-3.21694618752047	-2.13217457278103	-3.70686905490334	-2.14064851113396	-3.80746233741943	-4.84003041662734	-5.33532184244175	-4.32571001845073	6.39466477682019	5.7018271829307	5.27545595491818	-5.96978887309758
Smp_000510	9.78758344228787	-0.200441479983495	-0.113229523647838	-0.977910163191493	0.386979182206684	0.709767148485443	-0.896643656720668	0.696780938328692	0.784921724637658	0.650125243043648	-1.13045190035218	0.37020379682277	0.378403254772587	0.112630138596288	-1.39127030393155
Smp_000580	8.54475461416758	0.343810703357534	0.273360923945079	1.52291414649491	0.636656008173356	0.603602441248524	0.802334266502271	-1.46714810511261	-0.963662860856866	-1.4484904863349	-0.51160177486013	-0.512902355487351	-0.783662735717126	-1.20173123066186	-1.78416071121186
Smp_000590	11.5585071141792	0.194285808253756	0.24623404935158	-0.427954796500478	-0.509073759728257	-0.40206231820614	0.745219456493446	-0.264820405667656	0.0534852268096164	-0.178933673402716	0.263035559097352	-0.167671514418382	-0.232509781665558	-0.251472204640992	-0.360621755778411
Smp_000600	11.0032913772373	0.112731266580549	0.0501356512908498	0.662589083206095	0.0868721811991387	-0.290202041188203	1.22753049440179	0.61891573731457	0.299116456003339	0.563093731089248	2.2613149194924	0.0215269582710572	0.214674284685027	0.756489896555026	1.18608102745141
