	PRJEB14695__ovary_mixed_sex_r1	PRJEB14695__ovary_mixed_sex_r2	PRJEB14695__ovary_mixed_sex_r3	PRJEB14695__ovary_single_sex_r1	PRJEB14695__ovary_single_sex_r2	PRJEB14695__testis_mixed_sex_r1	PRJEB14695__testis_mixed_sex_r2	PRJEB14695__testis_mixed_sex_r3	PRJEB14695__testis_single_sex_r1	PRJEB14695__testis_single_sex_r2	PRJEB14695__testis_single_sex_r3	PRJEB14695__whole_female_mixed_sex_r1	PRJEB14695__whole_female_mixed_sex_r2	PRJEB14695__whole_female_mixed_sex_r3	PRJEB14695__whole_female_single_sex_r1	PRJEB14695__whole_female_single_sex_r2	PRJEB14695__whole_female_single_sex_r3	PRJEB14695__whole_male_mixed_sex_r1	PRJEB14695__whole_male_mixed_sex_r2	PRJEB14695__whole_male_mixed_sex_r3	PRJEB14695__whole_male_single_sex_r1	PRJEB14695__whole_male_single_sex_r2	PRJEB14695__whole_male_single_sex_r3
Smp_000510	807.538425379598	598.68073250625	714.718348702196	1116.18535720102	1053.17896420233	1694.66113838096	1215.89346646203	1834.84083247172	1212.35466399713	1330.85636924222	1423.17257993923	776.147789319156	610.91165406771	526.499810761706	1139.45744943282	1066.37556453845	1121.69036144365	537.982991254014	741.721662875027	801.507548703774	1042.28484417883	1011.16943160419	1073.75252051555
Smp_000580	8.68988313244764	17.9156328929551	14.7727217743564	65.9254080627894	62.6971644300311	5180.8522920317	2796.94343722894	2768.46463705153	2807.44173104445	2833.28096921807	1899.64540607562	381.712027534011	153.527536100786	125.447608340334	388.944879176737	392.511305052057	406.48412180756	131.215363720491	301.448376355626	244.846953520474	274.457451131729	267.080621608499	244.726583192749
Smp_000590	2268.68020350686	1922.94459717718	2103.3541954917	1551.14149775322	1546.08539520013	1789.35318657565	1706.65344919803	1631.14109329067	1369.42981206975	1245.87397457976	1250.07196520054	1443.13933216806	1396.14103141652	1193.65300057166	1462.31946078827	1503.56295309236	1750.89543968464	1522.0982191577	1213.72635743186	1289.10874674027	1391.89135931091	1235.38526209034	1292.71841074065
Smp_000600	4087.96930787858	3747.35321344311	4093.45085738	2033.83672690261	1823.55369735856	1121.06677747745	1041.08450163522	1203.68027697893	1140.4540680484	1203.38277724854	1225.08837132073	832.400088113642	2011.85042098738	1858.90546904313	1019.56424638562	992.447283505607	1023.92835746461	1869.818933017	789.318774931178	978.341459579671	869.115261917143	849.602141989174	819.658412607294
Smp_000620	2.4828237521279	4.47890822323878	2.81385176654408	15.9130295323974	3.33495555478889	5.44207173532742	12.9488122093933	12.3454387382454	13.2739561751511	10.4223691567162	5.35362725995948	12.0540640273898	1.59924516771652	3.80144267697982	9.44040968875575	9.0415883277574	6.61547395346842	4.37384545734971	4.95803250584911	3.13906350667274	4.35646747828142	7.69368045785798	15.2222276627069
Smp_000630	264.420729601621	246.339952278133	330.627582568929	136.397395991978	164.079813295613	186.118853348198	205.886114129353	128.083926909296	141.588865868278	173.973392846724	172.208343528696	79.0210864017778	123.141877914172	93.1353455860057	151.990595988968	122.859229630115	141.130111007326	72.1684500462701	113.04314113336	138.118794293601	114.357271304887	143.981734282771	180.324850773605
Smp_000640	932.921024862057	743.498765057637	863.149029387397	708.508695847219	686.333853175553	657.402265627552	376.810435293344	623.444656281393	599.540353910989	465.799729234777	690.617916534772	1220.13914766135	1442.5191412803	1665.03189251716	1624.69450743486	1483.35234388914	1360.58247643	1277.16287354611	1464.60280222783	1349.79730786928	1310.20759409314	1332.1058164177	1337.21415313933
Smp_000650	934.783142676153	1016.7121666752	1039.0147647964	1479.1539832019	1582.10291519185	1396.43560728502	1490.40828530116	1624.96837392155	1606.14869719328	1603.44140872557	1281.3014575503	935.529302570199	1076.29199787322	1005.48158806116	1217.81284984949	1138.70827116051	1134.92130935058	1233.42441897262	825.016608973292	842.315374290519	974.759598265468	935.331724233878	974.222570413241
Smp_000660	240.213198018374	359.805627266848	272.24015841314	622.8814416967	732.356239831639	3224.97171035503	2480.99241931975	2878.03040585346	2145.95624831609	2292.1194937732	2406.45545335178	16400.2237794876	21108.4369686903	22628.0875347224	12137.5347368333	10895.6457930846	11615.3021569676	23583.7747060296	16666.9220716624	16786.6652791836	16296.4557193812	16363.3592366557	16367.4075591782
Smp_000670	1611.352615131	1592.99835806526	1544.10115689106	1421.56397156084	1500.06300854404	6024.37341100745	6666.04852539565	6447.40538104866	5279.71606866633	6689.55755720306	5027.05599710195	4810.24121715228	3289.64730999288	2993.63610812161	2721.67011326828	2915.11444849637	3057.8190718254	3335.05716122915	4213.33602347057	4124.72944776798	4195.27818158501	4182.06487744995	3881.66805399025
Smp_000680	1826.7375756281	1485.50456070753	1790.31318646367	1442.02358095963	1394.67841301271	1000.25278495318	660.389422679056	899.673848049634	838.471565063708	880.289333390335	1142.99942000135	603.372871593235	1018.71917183542	802.104404842743	1248.02216085351	1312.6258819356	1186.37499565534	677.946045889204	615.78763722646	752.328887099234	930.105806613083	922.142557734692	853.615689701024
Smp_000690	13.6555306367034	29.8593881549252	23.2142770739887	37.1304022422607	41.3534488793822	29.3871873707681	72.5133483726023	46.2953952684203	54.2019877152002	30.4653867657857	36.5831196097231	52.2342774520226	27.1871678511808	39.9151481082882	37.761638755023	27.1247649832722	26.4618958138737	37.1776863874725	35.6978340421136	25.1125080533819	27.2279217392589	15.387360915716	31.6153959148528
Smp_000700	1204.79022572006	1309.33417059347	1413.9605126884	1170.74431559781	1263.94815526499	792.365644663672	928.429835413497	791.651259089987	957.937170640068	1124.81414822098	943.130668962861	1879.76431804907	1309.78179235983	1368.51936371274	1297.11229123504	1179.12948956695	1244.44415591356	1344.95747813503	1913.80054725776	1832.16673339466	1810.11223722593	1725.58261697672	1996.45370499348
Smp_000710	3346.8464178684	3256.16627829459	3464.5549875574	1598.12282303934	1506.73291965362	2008.12447033582	1544.79329658062	1632.68427313296	1721.18965071125	1690.82896550111	1838.07869258609	1616.58392011772	2360.48586754958	2010.96317612233	1848.43221705838	1743.4309728464	1746.48512371566	2348.75501059679	1782.90848910334	1960.86833716824	1854.76602887831	1735.47449185111	1555.00910277498
Smp_000720	4203.42061235253	4593.86686763524	4446.58925408128	3568.30743181236	3885.89021244001	4599.63903069873	6228.37867271816	7913.42623121531	5598.29101686996	6542.04094760031	5465.16116120863	3592.11108016217	4952.86228441806	4381.16268521925	2495.10028073814	2772.04460966303	2588.12042112915	4078.6108889786	3239.57843932181	3419.48651326884	2792.49565357839	2764.22947878755	2763.41979107602
Smp_000740	6527.34364434424	6024.13156025616	6953.02771513042	6234.87652345553	5841.50814976821	5816.48627071794	6777.40831039643	5064.71624236518	5576.16775657804	5292.15836949873	7183.67551165562	5856.26610664022	10326.3260479456	10913.9419256091	8536.01844057295	8828.84507298664	7861.38821470497	7912.28643234562	7139.56680842272	8210.74377895367	8055.10836734235	8133.31934116415	7346.48125814023
Smp_000755	30.4145909635667	44.7890822323878	30.2489064903489	150.794898902242	348.16935991996	22.8567012883752	27.1925056397258	27.7772371610522	109.510138444996	58.5256114184831	57.1053574395677	2165.71350358771	2205.35908628108	2769.3509901798	3617.5649927312	3791.61665815191	3969.28437208105	2235.0350287057	2716.01020670414	2352.20492100011	3162.79538923231	2687.29267420897	2149.84692220999
Smp_000790	547.462637344201	582.258069021041	628.895869822602	387.217051955004	357.507235473369	2151.79516414846	2114.54103379392	2671.24430698785	2017.64133862296	2319.37799772153	1580.21231289804	1308.53561719554	916.367481101565	891.438307751769	1055.43780320289	1003.61630438107	846.045613382461	1038.78829612056	1111.59088781137	990.897713606362	897.432300525973	908.953391235507	764.624204903661
Smp_000810	1501.48766409935	1212.29115908996	1363.31118089061	734.272648423482	685.666862064595	768.420529028231	648.735491690602	734.553604925602	758.827828012802	667.031626029835	715.601510414583	460.063443712045	678.079951111804	545.507024146605	590.025605547234	635.038615490726	738.727924803973	577.347600370161	413.499910987816	456.210562969772	512.974045567637	536.359437633528	531.607027605302
