	PRJEB14695__ovary_mixed_sex_r1	PRJEB14695__ovary_mixed_sex_r2	PRJEB14695__ovary_mixed_sex_r3	PRJEB14695__ovary_single_sex_r1	PRJEB14695__ovary_single_sex_r2	PRJEB14695__testis_mixed_sex_r1	PRJEB14695__testis_mixed_sex_r2	PRJEB14695__testis_mixed_sex_r3	PRJEB14695__testis_single_sex_r1	PRJEB14695__testis_single_sex_r2	PRJEB14695__testis_single_sex_r3	PRJEB14695__whole_female_mixed_sex_r1	PRJEB14695__whole_female_mixed_sex_r2	PRJEB14695__whole_female_mixed_sex_r3	PRJEB14695__whole_female_single_sex_r1	PRJEB14695__whole_female_single_sex_r2	PRJEB14695__whole_female_single_sex_r3	PRJEB14695__whole_male_mixed_sex_r1	PRJEB14695__whole_male_mixed_sex_r2	PRJEB14695__whole_male_mixed_sex_r3	PRJEB14695__whole_male_single_sex_r1	PRJEB14695__whole_male_single_sex_r2	PRJEB14695__whole_male_single_sex_r3
Smp_063420	28081.9780484426	25168.4782757864	29515.8981051641	13730.6711965258	12182.5926416438	12640.8442268185	12919.0299413117	11292.99008581	12191.0225838617	10642.0406297116	14668.046421079	6096.00804674053	14724.250259166	14268.7150880438	8921.18715587418	9612.8039668169	8195.83717568587	11993.0842440529	5932.78169649905	8721.3647760391	8335.01140282193	8317.96767215274	7657.951454931
Smp_063500	1259.41234826688	1569.11084754132	1250.05364728721	3406.14608324412	2980.78327487031	1509.63069937983	2242.73427466691	2161.99495903523	2217.85684426482	2615.2129376314	1439.23346171911	2646.53672423581	1755.97119415274	1801.88382888844	1413.22933040674	1615.78501998394	1554.63637906508	2578.38189710765	2050.64224441919	2214.08612670651	1995.26210505289	1899.23997588266	2326.65895121528
Smp_063520	10493.6545883686	9454.97525925706	9925.86210648424	2341.48863119562	1744.18175515459	1808.94464482283	1713.12785530273	1597.1911367605	1618.31649035383	1549.72612153326	1316.10003474004	67.6366925981318	647.69429292519	486.584662653418	69.8590316967925	67.0141252527902	74.2403188111456	949.124464244886	69.4124550818876	47.0859526000911	53.3667266089474	61.5494436628639	55.0342077036326
Smp_063530	178.763310153209	209.015717084476	193.452308949906	381.912708777539	468.22775989236	3187.9656225548	2303.59369205106	2307.05386420961	1878.26479878387	2106.12029036103	3843.01210144091	4794.83880200617	7479.66964941016	7047.8747231206	12986.2275678524	11495.0499134012	12340.7991338646	6040.28057659994	4463.22086176537	4222.04041647484	6494.40389324803	6398.94394652131	5978.82264967549
Smp_063540	1661.62979611159	1509.39207123147	1907.79149771689	1298.80631516806	1392.67743967984	741.210170351594	741.966939598234	655.851432969287	676.971764932704	691.083247160719	754.861443654286	1484.65888604018	1188.23915961337	1127.12775372452	1686.05717041178	1482.82048575221	1609.03027601582	1183.1251962131	1310.9037945465	1084.02326430432	1476.8424751374	1466.19567582608	1654.53905287729
Smp_063580	1831.08251719432	1594.491327473	1761.47120585659	1468.54529684696	1720.17007516011	2372.74327660275	1763.62822291936	1992.24517638435	1712.34034659449	1646.73432676116	2057.57741024443	1914.58716968375	1517.68366416298	1722.05353267186	2481.88370717389	2306.66873985199	2670.44631921675	1277.16287354611	2446.29323838595	1982.84178171495	2391.7006455765	2247.6537909028	2348.90682241462
Smp_063630	47.794357228462	35.8312657859102	45.7250912063413	72.7452778623883	106.051586642287	1305.00880213151	982.814846692948	1060.16455164682	768.783295144165	889.909981842689	1051.98775658204	125.228331840105	183.9131942874	235.689445972749	192.584357650617	171.258320090464	236.68695700187	118.093827348442	219.145036758531	171.602138364777	141.585193044146	154.972706365425	172.128266647532
Smp_063640	8235.52638580823	8042.6261995291	8926.94472936109	4523.84696706727	4690.94848336605	6270.35505344425	6281.46880277667	7112.51589307164	6106.01984056949	6032.94830032994	7454.03368828358	6240.65681506921	7059.06817030072	6435.84245212684	7053.87411943829	6171.14996276289	5907.6182404473	5924.37367198018	5519.28178551123	6820.13864549764	6949.65474472844	7015.53748035821	6635.72032035076
Smp_063650	3570.92126149795	3218.84204310093	3912.66088137954	2143.71240700726	1970.95873288023	3415.44422109149	3037.79134432366	3595.60903251397	2659.2158870886	2672.93682834552	3117.5956077164	1424.38856590323	1839.131942874	1746.76291007223	1859.76070868488	1709.39205208308	1919.95755182883	1670.80896470759	1484.43493225122	1507.79683770514	1763.2802118344	1659.63678448079	1661.56469641393
Smp_063670	1432.5893049778	1397.4193656505	1439.2851785873	1221.51445743927	1199.25001750208	1029.63997232395	981.519965472009	978.376020005949	862.807151384819	982.909583548772	813.75134351384	1025.93478277562	1412.13348309369	1512.97418543797	1259.35065248002	1413.67892795172	1419.38668934972	1565.83667373119	1101.67482279967	1080.88420079765	1012.87868870043	988.088390230618	1073.75252051555
Smp_063680	1.24141187606395	5.97187763098504	2.11038882490806	7.57763311066545	9.33787555340888	2.17682869413097	15.5385746512719	7.71589921140338	9.95546713136329	14.4309726785301	12.4917969399054	128.576682958825	91.1569745598416	98.8375096014754	657.0525143374	602.595269138185	598.332866458144	61.2338364028959	122.959206145058	121.377122258013	165.545764174694	191.242914238184	142.854751911557
Smp_063830	7202.050998985	7448.42437524609	7884.41264985651	4961.83416086374	5107.81792771466	3599.38624574555	4269.22338543696	4138.80833699677	3758.74192359694	4043.87923280588	4538.09137402565	3274.68739410757	6184.28106355978	6272.38041701671	3717.63333543201	3667.16185411102	3592.20235673335	5242.05378063362	3728.44044439853	3947.89553689209	4080.92091028012	4038.08314316718	3854.73642043316
Smp_064010	1116.64998251952	1369.05294690332	1239.50170316267	2475.6127372544	2253.76296392633	1515.07277111515	1779.16679757063	2206.74717446137	2081.79879346952	2297.73153870374	1671.22397631735	4023.37870425323	2853.05337920627	2795.96108891866	3101.17458275626	3696.414051642	3240.84718453803	2692.10187899874	3907.92122111027	4105.89506672795	3892.50369184445	3953.45265813074	4050.28349886947
Smp_064020	2554.82564093961	2953.0934885221	2659.79338232579	3108.34510199497	3438.33917698734	2132.20370590128	2479.69753809881	3229.87540989345	2868.28069684722	2931.09089515033	2245.846635553	2683.36858654172	2430.85265492911	2415.81682122068	2176.95847422708	2214.65728216364	2294.09935653055	2731.46648811489	2280.69495269059	2539.50237689825	2495.16674818568	2604.86038358906	2615.88127680671
Smp_064030	2619.37905849493	2317.08852082219	2489.55535044987	965.390458298778	1060.51586642287	2635.05113424554	2350.20941600488	2351.80607963575	1678.04929314201	1904.88839356597	2029.02473152464	1635.33468638255	2109.40437621809	2400.61105051276	2132.58854868992	1949.26007183711	2103.72071720296	2427.48422882909	1841.41327267236	1804.96151633683	1822.0925227912	1876.15893450908	1850.08613131361
Smp_064040	2123.43501400738	2125.98843663067	2279.2199309007	744.123571467347	879.09428424235	519.173643550236	464.862358317218	489.188010002974	589.584886779626	490.653071070023	614.774863685346	3045.66017758716	3430.38088475193	3769.1304142255	2186.39888391583	2447.61114613762	2119.15682309438	3289.13178392698	3372.45371047857	3725.02202791832	2912.29850923113	2912.60760190338	2900.41984004038
Smp_064050	7411.22890010177	6512.33255658918	6955.13810395533	4101.01503949214	3529.71695918856	4709.56887975235	4648.62358317218	4217.51050895309	3971.12522239936	3945.26758616925	6087.96646578392	1822.1726788071	3825.39444117791	3921.18812130469	3321.13612850427	3580.46897779193	3151.90581249695	2705.22341537079	2514.71408696667	2933.97802423679	2997.24962505762	3311.57988850373	3121.72761144435
Smp_064150	3051.39039136518	2538.04799316864	3065.69149964978	1373.82488296365	1165.23347084324	1320.24660299043	1167.98286128727	1456.76177111296	1383.8099312595	1279.546244163	2100.4064283241	2430.90291219028	3136.11977389209	3193.21184866305	3432.53296283159	3075.7356058483	2675.59168784723	2294.08194237992	3905.93800810793	3433.08912179776	4304.18986854204	4302.96557035914	4343.01864622922
Smp_064240	2583.37811408908	2266.32756095882	2607.03366170309	1359.42738005338	1276.62098637319	1093.85641880081	604.709530178665	938.253344106651	1142.66639407759	1156.08125569113	1349.11406950979	2625.10727707601	2787.48432732989	2911.90509056655	3112.50307438277	2987.44715511843	2561.65852531527	2392.49346517029	3164.2163452329	3314.85106304642	3152.99333740618	3084.06676639279	2917.98394888197
Smp_064250	3218.98099463382	3620.45081378468	3414.60911870124	1217.72564088394	1207.25391083358	777.127843804755	916.775904425043	1010.78279669384	1024.30695151582	1149.66749005623	932.423414442942	836.418109456105	1444.11838644802	1450.2503812678	831.700093579381	925.965016389743	749.018662064924	1576.77128737457	975.740797151105	917.652898450665	813.570301569055	793.548184367638	762.282323724783
Smp_064280	1028.50973931898	964.458237404083	909.577583535374	828.235298995734	867.08844424511	647.606536503963	797.646832098625	587.951519908937	579.629419648263	758.427786327192	1061.80273989196	798.916576926448	716.461835137001	646.24525508657	703.310521812303	568.556348374863	859.276561289398	931.629082415487	845.840345497858	756.514305108131	829.907054612611	850.70123919744	864.154155005975
Smp_064320	1996.19029671083	1693.02730838426	2065.36719664335	1938.35854970822	2077.01031952252	1668.53919405139	1301.35562704402	1328.67784420366	1234.47792428905	931.599458469553	1538.27556602836	1406.30746986215	1831.13571703541	2005.26101210686	2079.72225443289	1957.23794389101	1971.41123813359	1500.22899187095	1456.66995021847	1508.84319220736	1768.72579618226	1806.91581038836	1647.51340934066
Smp_064330	2227.09290565872	1707.95700246172	1815.63785236257	695.626719559088	757.034910937077	985.014984094263	699.235859307236	731.46724524104	691.351884122451	454.575639373698	1552.55190538825	1577.07337691684	3599.90087252988	4096.05448444576	4446.43296340396	3495.90353402055	2788.05474505619	1388.69593270853	2289.61941120112	2748.7732773431	3317.4499847113	3377.52572099965	3224.77038331498
Smp_064350	1784.52957184193	1984.15634289478	1895.83262770907	1191.20392499661	1238.60249304859	1353.98744774946	1060.50771994931	1143.49626312998	1180.27593657385	1229.03783978815	1523.10695545847	3272.67838343634	4652.20419288735	4177.78550200083	4324.65167841901	3976.17143166555	3620.86941053171	3335.05716122915	3404.185118516	3930.10751035427	4400.03215306423	4202.94772440699	3889.86463811633
Smp_064360	3224.56734807611	2938.16379444464	3290.09617803167	2992.40731540179	2992.78911486755	3175.99306473708	3146.56136688256	3271.54126563503	2725.58566796435	2584.74755086561	2979.29357016745	1440.46065127308	2414.86020325194	2398.71032917427	1890.91406065778	1954.04679506945	2162.52493012268	2438.41884247246	1540.9565028179	1493.147874674	1352.68315200638	1396.95255170536	1387.5645984852
Smp_064380	3950.17258963548	3520.42186346568	3642.53111179131	3522.84163314837	3265.58847924928	2891.91692015299	2629.90375972777	2665.07158761873	2340.64093888497	2288.11089025138	2327.93558687238	1202.05805162026	3611.0955887039	4702.38459142404	1936.2280271638	1962.55652526028	2158.84966681519	4004.25551620366	1261.32346948801	1358.16814388707	1462.68395583299	1410.14171820454	1468.35949915649
Smp_064390	1079.4076262376	980.880900889292	1085.44331894438	1083.60153482516	1113.20816418853	672.640066486469	589.170955527393	538.569764955956	689.139558093259	626.143870107333	764.676426964212	962.985781743698	972.341061971644	1129.02847506301	1205.54031725411	1189.76665230549	1236.3585766371	1027.85368247718	958.883486631218	999.268549624156	940.996975308787	915.5479744851	975.393511002679
Smp_064400	1319.62082425598	1316.7990176322	1341.50382969989	1464.75648029163	1620.12140851644	1109.09421965973	1403.65124349823	1447.50269205927	1200.18687083657	1334.86497276403	1466.8938692289	1401.61977829594	1602.44365805195	1511.07346409948	1434.94227269087	1474.31075556138	1444.3784798406	1513.350528243	1441.79585270092	1502.56506519402	1349.41580139767	1457.40289815995	1371.17143023306
Smp_064430	31.0352969015987	40.310174009149	33.0627582568929	104.571336927183	176.752644403811	614.954106091998	326.31006767671	513.878887479465	532.064410020638	587.66127629792	733.446934614448	1573.72502579812	335.841485220469	353.534168959124	2844.39543922211	2089.13876184889	2506.52957570303	312.729950200504	1636.15072693021	1650.10105000764	2160.80786922758	2247.6537909028	2471.85558430571
Smp_064460	35.3802384678225	55.2398680866116	21.8073511907166	63.6521181295898	72.7020310943977	63.128032129798	80.2826356982382	60.1840138489464	49.7773356568165	54.5170078966692	31.2294923497636	42.8588943196083	243.085265492911	199.575740541441	39.6497206927741	47.3353741864946	44.838212351286	513.92684123859	75.3620940889065	48.1323071023154	30.4952723479699	26.3783329983702	25.7606929676578
Smp_064500	1423.89942184535	1067.47312653858	1285.22679436901	1228.33432723887	1038.50515976126	2786.34072848764	2236.25986856222	2191.31537603856	1763.2238452659	1738.93220776288	2056.68513903443	1222.81782855632	1058.70030102834	1260.17824741881	1197.04394853423	1117.43394568343	1096.69857095276	1414.93900545263	1142.33068934764	998.222195121932	1022.68074052656	996.881167896741	951.9746992139
Smp_064510	7081.63404700679	6298.83793128147	6732.84381439835	4012.35673209735	4568.22211894982	3574.35271576305	2695.94270199568	2637.29435045768	2720.05485289137	2762.72954723415	2890.06644916812	2405.45544368801	3088.1424188606	3136.19020850836	2849.11564406648	2948.08965298584	3018.86128076609	4214.20009815644	2609.90831107897	2509.15809633375	2031.20296174871	2181.70795840687	2450.77865369581
Smp_064520	403.458859720783	361.298596674595	314.447934911301	315.229537403683	263.461488828322	269.92675807224	156.680627733658	239.192875553505	286.496220780344	283.007408640062	459.519673146522	291.306547328587	502.162982662987	549.308466823585	363.455773017096	369.6414051642	374.87685736321	468.001463936419	329.213358388381	330.648022702862	414.953527306305	404.467772641677	476.572819901669
Smp_064590	6008.43348014951	6271.96448194203	6784.19660913778	9215.15962588025	9213.14821565978	6606.67508668748	6511.95766010387	6411.91224467621	5507.58564967309	5346.6753773954	5283.13783437001	4409.1087531297	4791.33852247869	5512.09188162075	4422.83193918207	5289.32917173808	5161.53978902836	5294.53992612182	4666.50019450518	5402.32829498379	5065.48256037172	4810.74848057777	4405.07849746948
Smp_064600	1836.04816469858	1543.73036760963	1818.45170412911	957.055061877046	897.10304423821	1204.87468220149	848.147199715258	901.217027891915	713.475144414369	818.556839154401	1570.39732958811	664.982532177672	1551.26781268502	1467.35687331421	1113.0243023043	968.513667343896	970.269513175368	1229.05057351527	825.016608973292	894.633099401732	948.620793395779	984.791098605822	1167.42776767067
Smp_064640	1758.45992244458	1522.82879590118	1884.5772206429	1951.24052599635	1984.96554621034	1571.67031716256	1429.54886791702	1402.75047663313	1267.66281472693	1208.99482217908	1163.52165783119	985.75456935099	1536.87460617557	1577.59871094663	1181.93929303222	1090.84103883708	1232.68331332962	1495.8551464136	877.571753535293	951.136242521841	909.412586091246	944.124501900001	887.572966794755
Smp_064650	1623.14602795361	1590.01241924977	1631.33056165393	1744.37114207519	1809.54688402845	2279.13964275512	2136.55401454989	2199.03127524996	2287.54511418437	2464.48944521119	1932.65944084537	1303.17825540559	1245.81198565117	1258.27752608032	1019.56424638562	1145.09056880363	1114.33983482868	1091.27444160875	1149.27193485582	1197.02955054454	1049.90866226582	980.39470977276	1074.92346110499
Smp_064750	1356.24247459986	1385.47561038853	1309.14453438463	1370.79382971938	1518.0717685399	670.463237792338	678.517759772207	916.648826314722	801.968185582043	743.1950929443	972.575618892638	1921.28387192119	1840.73118804171	1708.74848330243	1936.2280271638	2087.54318743811	2094.900085265	1130.6390507249	2001.0619193607	2566.70759395608	3396.95551618994	3473.14717811875	3323.12939282786
Smp_064800	1336.37988458284	1065.98015713083	1361.90425500733	776.707393843208	784.381546486346	625.838249562653	427.310802909978	691.344569341743	706.838166326794	649.393770533854	785.198664794056	786.192842675314	932.359932778731	1077.70899892378	812.81927420187	760.025277668549	798.267190385189	894.451396028015	896.412277057519	856.964337321659	858.22409322144	839.710267114786	829.025937322806
Smp_064860	25789.7110192905	21389.7727047807	25102.3716093397	13089.6034353635	12360.0122771586	15809.2183911261	14841.9285544066	14143.2432545024	14474.1430459876	13342.2359620054	27523.8900146617	8784.06432484846	16371.472781914	11805.3802333608	24400.626922527	21282.3033491301	21237.1414959566	8487.4471099871	9967.62854975905	17151.8430004599	18738.255740958	19524.362807627	15091.0823166897
Smp_064870	3855.20458111659	3432.33666840865	3836.68688368285	2981.04086573579	3352.96431478475	2325.94145967894	2377.4019216446	2160.45177919295	2251.0417347027	2252.83517925942	3055.13662301687	3144.77137070126	3126.52430288579	3322.46089968037	3760.11517903141	4213.38016073495	4095.71342985845	2818.94339726189	4095.33484983137	4208.43780794592	3255.37032314579	3375.32752658312	3415.63369939354
Smp_064950	2511.37622527737	2263.34162214333	2471.26531396734	829.750825617867	1033.83622198455	9607.43344154702	7020.84597993302	7839.35359878583	7306.20671140606	7979.52617052278	8636.29304152463	4924.75482541249	2613.16660404879	2898.60004119712	4703.21210693811	4303.79604401252	4515.42849957294	2608.9988153091	4664.51698150284	5120.85893388547	5185.28541602446	5020.67604735647	5564.30968101409
Smp_065060	4546.05029014618	4604.31765348946	4587.28184240849	3198.51893601189	2675.30134605164	1953.70375298254	2022.60446710723	2072.49052818295	2013.21668656458	2023.54305781166	2991.78536710735	800.92558759768	1626.4323355677	1467.35687331421	1866.36899546701	1718.43364041083	1563.45701100304	1281.53671900346	875.588540532953	1046.35450222425	1525.85273426807	1506.8622725319	1395.76118261128
Smp_065120	2465.443985863	2406.66668528697	2347.4558362394	1397.31554560671	1417.35611078528	1488.95082678558	1301.35562704402	1378.05959915664	1037.58090769097	1131.22791385589	1692.63848535719	1033.30115523681	1840.73118804171	1879.81340376652	1270.67914410652	1290.28784018467	1271.64110438893	1323.08825084829	1387.25749513658	1378.04887942933	1175.15710226641	1209.00692909197	1214.26539124823
Smp_065130	856.574194484124	839.048807153398	795.616586990339	1125.27851693382	1046.50905309275	757.536385557577	731.607889830719	837.946654358407	884.930411676737	795.30693872788	690.617916534772	1011.20203785326	1129.06708840786	1115.72342569358	836.420298423759	846.186295850708	1009.22730423468	890.077550570665	891.45424455167	882.076845375041	809.213834090774	843.007558739582	840.735343217196
Smp_065150	6320.02786104156	5822.58069021041	5987.17309626417	3569.06519512343	3116.84946150569	2426.07557960896	2122.31032111956	2214.46307367277	2309.66837447628	1946.57787019284	2435.90040328156	127.237342511337	836.405222715739	815.409454212172	567.36862229422	556.323611225544	662.282448008338	839.778327811144	143.782942669624	152.76775732474	132.872258087583	130.792567783586	145.196633090435
Smp_065160	1073.20056685728	1048.06452423787	1102.32642954364	785.04279026494	816.397119812319	426.65842404967	381.989960177101	429.003996154028	465.694629144883	520.316737131446	386.353433927076	342.201484333122	551.739582862199	513.194761392276	273.771880973917	305.286570596044	361.645909456274	671.38527770318	291.532311343928	266.820398067183	246.1404125229	250.594163484517	339.572770937307
Smp_065170	1296.65470454879	1255.5872719146	1227.54283315485	750.943441266946	747.03004427271	646.518122156897	631.902035818391	708.31954760683	543.126040166597	492.256512478749	416.690655066846	490.19860378052	422.200724277161	543.606302808115	588.137523609483	483.459046466558	600.538024442633	568.599909455462	396.642600467929	337.972504218432	372.477969393061	382.485828476368	434.418958681866
Smp_065180	2850.90237338086	2479.82218626654	2711.14617706522	1944.42065619675	2066.33846174719	3231.50219643742	3259.21603310428	3163.51867667539	3170.26319983191	3060.16792855274	2644.69186641998	4105.07847154998	1757.57043932045	1647.92540047075	1734.20325982443	1721.09293109547	1630.34680319922	2425.29730610041	2884.58331190301	2974.78584982354	2777.24801740441	2789.50871457765	3067.86434433016
Smp_065190	1499.62554628525	1197.3614650125	1351.35231088279	939.626505722516	899.771008682041	991.545470176655	609.889055062422	776.21946066718	811.923652713406	829.78092901548	892.271209993246	819.006683638764	2168.5764474236	1974.84947069102	1351.86666742982	1259.44006824291	1222.39257606866	1519.91129642902	807.167691952235	1025.42741217976	1103.27538887477	1078.21436130838	950.803758624461
Smp_065210	235.86825645215	247.832921685879	174.458809525733	175.043324856372	208.768217729784	59.8627890886016	32.3720305234831	61.727193691227	55.3081507297961	50.5084043748553	44.6135604996623	4393.03666775985	690.873912453536	621.535877686201	4190.59786083868	3736.83527004844	4855.02282918432	881.329859655966	2832.02816734101	3155.80517870833	3379.52964627681	3388.51669308231	4179.08696370776
Smp_065240	911.196317030938	791.273786105517	827.975882305596	857.030304816262	921.11472423269	400.536479720098	300.412443257924	459.867592999641	482.287074363822	408.075838520656	579.084015285617	442.652017894704	927.562197275581	940.857062552507	942.152886937824	756.834128846987	734.317608834995	629.833745858358	508.694135100119	515.852769596554	690.500095307605	744.088809995694	572.589948235667
Smp_065290	338.284736227426	238.875105239401	296.8613613704	416.012057775533	489.571475443008	688.966281692451	608.594173841483	770.046741298057	754.403175954418	810.539632110773	684.37201806482	927.493259885273	420.601479109445	402.952923759861	1655.84785940776	1600.89299214999	1390.71963555136	489.870691223167	1053.08610424235	978.341459579671	1140.30536244016	1171.63762401094	1016.37643163304
Smp_065370	4.96564750425579	25.3804799316864	9.14501824126826	46.2235619750592	26.0126533273533	54.4207173532742	22.0129807559685	15.4317984228068	16.5924452189388	26.4567832439718	45.5058317096555	763.424055068022	407.807517767712	459.974563914559	736.351955722948	697.797875648101	680.658764545751	301.79533655713	785.352348926499	754.421596103682	861.491443830151	924.340752151223	971.880689234363
Smp_065420	3057.5974507455	2954.58645792985	2853.2456912757	3181.09037985736	2999.45902597712	4940.31272133023	4078.87584595888	4475.22154261396	4283.06319251541	4241.90424678348	3766.27677738149	1264.33738242844	962.745590965344	874.33181570536	1597.31731933747	1477.50190438295	1581.09827487895	1432.43438728203	1201.82707941782	1146.80453443778	1386.44577496306	1332.1058164177	1430.88940029445
Smp_065470	2228.33431753479	1970.71961822506	2365.74587272194	1579.93650357375	1686.15352850126	3977.06602417728	3490.99977165242	3498.38870245029	3095.04411483939	3258.99466323471	3281.77351035516	4372.94656104753	3785.413311985	3890.77657988885	3800.70894069306	3644.82381236009	4225.81775094333	4019.56397530438	4342.24486862265	4113.21954824352	3850.02813393121	3649.00273144121	4283.30067616783
Smp_065530	0	0	0	0	0	1.08841434706548	0	0	0	0	1.78454241998649	9.37538313241431	1400.93876691967	1606.10953102398	38.7056797238986	85.097301908305	30.8722117828526	1012.54522337646	21.8153430257361	1.04635450222425	13.0694024348443	12.0900692909197	19.9059900204628
Smp_065580	6315.68291947534	6443.65596383285	6459.19673010194	6541.01290112642	6370.43210075773	5875.26064545948	5430.73184061953	5257.61372265026	5019.76776023629	4697.28160686154	6660.80458259958	3807.07522198395	7278.16475827788	8171.20103416813	5623.6520515918	6314.21980159623	4755.7907198823	5755.98062187221	4840.0313322099	5776.92320678007	5409.64349115595	5402.06277862457	5057.292405787
Smp_065610	16990.5836417492	14984.9339455492	17566.8765785347	13275.2554465748	12251.2927260725	7342.44318530375	7622.96574766981	8127.92822929232	8046.22976817073	6995.81486626964	10235.2430498325	38144.4159444514	31548.3094235438	32612.5767258099	38299.7421072821	35937.1224540141	34671.698990128	27421.824094854	42053.040108111	45374.1166344523	54694.3600729537	55966.0298448755	50933.5737594172
Smp_065770	1346.93188552938	1142.12159692589	1127.65109544254	1061.62639880423	989.814808661341	1233.17345522519	1173.16238617103	1206.76663666349	1196.86838179279	1211.39998429216	1533.81420997839	1270.36441444214	1637.62705174172	1476.86048000666	1497.24897663666	1373.25770954527	1484.07132356142	1281.53671900346	1374.36661062137	1402.11503298049	1524.7636173985	1546.42977202945	1387.5645984852
Smp_065810	1520.72954817834	1545.22333701738	1349.94538499952	1860.30892866837	1913.59749733786	780.393086845952	1024.25104576301	945.969243318054	1107.26917761052	1038.2283121498	967.221991632679	634.847372109198	1010.72294599684	954.162111921936	674.989292746036	777.04473805021	860.011613950895	1058.47060067863	593.972294200723	630.951764841221	648.024537394361	655.061936126194	523.410443479229
Smp_065840	13993.1946669928	13194.8636256614	14549.7240218578	15737.9862075411	14256.2680056115	18283.184202006	20971.8962543333	20170.9037184507	20231.7215369594	20052.6382575219	15380.0788466536	3857.30048876474	4708.17777375743	4755.60478890176	4032.94301903646	4347.40841124053	4192.00532851449	4955.56690317722	3503.34576863298	3778.38610753176	3853.29548453992	3786.38988247439	3276.2917692503
Smp_065890	696.432062471875	712.146407494966	738.636088717821	860.819121371595	1008.49055976816	569.240703515248	571.042618434243	510.792527794904	611.708147071545	672.643670960375	618.343948525319	3055.03556071958	2155.78248608187	2170.62376855548	3016.21089555746	3204.44527498461	2768.20832319579	2355.31577878282	3313.94892690955	2947.5806327657	2765.26773183913	2658.71614679407	3035.07800782586
Smp_065980	3259.3268806059	3065.06619410307	3264.77151213277	3073.48798968591	3156.2019370522	1811.12147351696	1581.04997076692	1742.25004193488	1884.90177687145	1782.22512579847	2389.50230036191	2394.74072010811	4317.9619528346	4187.28910869328	4162.27663177241	3826.18743705216	3388.59276949882	3405.03868854675	2802.27997230592	3262.5333379352	3426.36167166834	3525.90384411549	3050.30023548857
Smp_066050	186.832487347624	209.015717084476	170.941494817553	538.769714168313	765.03880426857	949.097310641102	767.86456401702	827.144395462442	754.403175954418	766.44499337082	849.44219191357	77.68174595429	71.9660325472434	45.6173121237579	133.109776611456	136.687541190215	179.352849405144	69.9815273175953	75.3620940889065	76.3838786623701	76.2381808699248	58.2521520380676	81.9658412607294
Smp_066200	972.025498958071	1045.07858542238	829.382808188868	1245.7628833934	1533.41256409193	998.075956259048	1050.14867018179	1026.21459511665	1036.47474467638	1098.35736497701	839.627208603644	756.05768260684	713.263344801568	748.884207365025	585.305400702856	684.501422224928	832.079612814028	970.993691531635	717.923106846951	756.514305108131	681.787160351042	696.82763004028	733.008808988808
Smp_066260	2820.48778241729	2482.80812508203	2729.43621354776	3095.46312570684	2985.45221264701	3100.89247478956	2793.05879356613	2495.32180496785	2195.7335839729	2180.68031586677	2998.03126557731	170.096236830945	937.15766828188	834.416667597072	761.841061882589	671.736826938682	636.555604855961	837.591405082469	265.750542313512	246.939662524922	320.200359653684	348.41381502014	275.171038518163
Smp_066330	2035.29477080684	1831.87346330466	2078.73299253444	1410.19752189484	1423.3590307839	1114.53629139506	1430.84374913796	1182.075759187	1185.80675164683	1237.05504683177	1339.29908619986	764.76339551551	1506.48894798896	1440.74677457535	930.824395311317	849.909302809196	809.292980307637	1204.99442349984	745.688088879706	859.057046326107	823.372353395188	884.773252653668	837.222521448879
Smp_066340	1963.91358793317	1616.8858685892	1899.34994241725	1414.74410176124	1423.3590307839	1813.2983022111	1713.12785530273	1828.6681131026	1654.8198698355	1363.72691812109	1383.91264669952	1239.55958414992	1500.09196731809	1516.77562811495	1051.66163932739	1047.760529746	1049.65520061699	1804.21125115675	1042.17843272948	1071.46701027763	920.30375478695	924.340752151223	959.000342750534
Smp_066410	3017.25156477343	2854.55750761085	2887.71537541586	3474.34478124011	3531.71793252143	4535.42258422187	4749.62431840545	4800.83248933518	4349.43297339116	4026.24137730989	4943.18250336258	4877.20823952667	3339.22391019209	3276.84358755661	4082.97719038686	3504.94512234831	3905.33479053086	3606.23557958483	5342.775828303	5444.18247507276	6457.37391968263	6522.04283384704	4985.86502983122
Smp_066430	1217.82505041873	1067.47312653858	1221.91512962177	615.303808586034	598.958017640084	1080.79544663603	793.762188435807	967.573761109984	1109.48150363971	847.418784511461	1114.44674128156	1927.31090393488	1660.01648408975	1596.60592433153	886.454469774165	871.715486423199	807.822874984644	1613.94897376204	1613.3437774033	1886.57716751032	1377.7328400065	1382.66428799791	1471.87232092481
Smp_066480	839.815134157261	662.878417039339	755.519199317086	500.12378530392	450.2189998965	808.691859869654	603.414648957726	581.778800539815	597.328027881798	553.989006714683	641.542999985144	589.309796894614	590.121466887396	549.308466823585	539.991434196829	498.882932437438	519.682231678019	542.356836711363	489.853611577892	481.323071023154	483.567890089238	496.791938135973	553.854898804643
Smp_066520	0	1.49296940774626	0	0	0	2.17682869413097	0	0	4.42465205838369	0	0	2.67868089497552	0	5.70216401546974	29.2652700351428	18.6150347924417	24.2567378293842	6.56076818602456	5.94963900701893	4.18541800889699	1.08911686957036	2.19819441653085	4.68376235775596
