run_accession	sample_id	mate	filename	expected_bytes	observed_bytes	expected_md5	observed_md5	observed_sha256	gzip	status
ERR11178342	x_32d_sporocysts_r5	1	ERR11178342_1.fastq.gz	478047054	478047054	30bf2632bbd51daf3f681c3862c8b1dd	30bf2632bbd51daf3f681c3862c8b1dd	87f0ec49aa9e9f1055c600fbf30d31399d60ce1b0105b08d19c4dc6f756f6ebe	PASS	PASS
ERR11178342	x_32d_sporocysts_r5	2	ERR11178342_2.fastq.gz	509286172	509286172	51b9e7a0ac0cc3375e7dd88aeba7e070	51b9e7a0ac0cc3375e7dd88aeba7e070	013ca37fe0347bf4df30cb95fee7ea3d7ff9fdb7c94d87cdbd348895c1343197	PASS	PASS
ERR11178432	x_32d_sporocysts_r5	1	ERR11178432_1.fastq.gz	470819122	470819122	5a85eb8beed26a26a12fed07ff6f90e6	5a85eb8beed26a26a12fed07ff6f90e6	d910ed1025c8b52fe16efcb64079c6492c8825472db6949a46e081c68f242070	PASS	PASS
ERR11178432	x_32d_sporocysts_r5	2	ERR11178432_2.fastq.gz	509539347	509539347	9d3962683780b9fb94ffe6836403b931	9d3962683780b9fb94ffe6836403b931	4184fa63f6e8d00850f79f365396b1c0684aa839d6a71cdd191e8c5f44edf36a	PASS	PASS
ERR11178343	f_cercariae_r1	1	ERR11178343_1.fastq.gz	399747963	399747963	3c869a9b7570dcc85a7aa1d0edd528c5	3c869a9b7570dcc85a7aa1d0edd528c5	ad4f9d75decf13756384643523c88a4e01107894b1b864b65d39de49054a1dc7	PASS	PASS
ERR11178343	f_cercariae_r1	2	ERR11178343_2.fastq.gz	467585891	467585891	a39c6be6c748d7feba62991984a5dc2e	a39c6be6c748d7feba62991984a5dc2e	4e7ecdb794333e67078cf1f8c2c6c7e745df6d5f941eace6251b285177a30a4c	PASS	PASS
ERR11178433	f_cercariae_r1	1	ERR11178433_1.fastq.gz	388737078	388737078	79af5851c885f57c2d8b8fe5cde05927	79af5851c885f57c2d8b8fe5cde05927	e6477c4a2bf9abbb7942852dc1d682a42a5d1e376bc7d1281f564ef587c5753c	PASS	PASS
ERR11178433	f_cercariae_r1	2	ERR11178433_2.fastq.gz	482613297	482613297	dee248388abee10f14b48aa49e7c183f	dee248388abee10f14b48aa49e7c183f	7516464b1b5aa907f89a240d1bce58ffa0f838e2e3a3845a3de7e9b4113bdd50	PASS	PASS
ERR11178347	f_cercariae_r2	1	ERR11178347_1.fastq.gz	465914000	465914000	6ea94c5e9ffd1947c8937b7ecf0d7556	6ea94c5e9ffd1947c8937b7ecf0d7556	62a2f00e6259eefaaf22bbdc4397e48f522c9ebd0b6d14f16f498fea3aa8ae71	PASS	PASS
ERR11178347	f_cercariae_r2	2	ERR11178347_2.fastq.gz	519127466	519127466	138b9bee9a656e4fca070dab853cd4c1	138b9bee9a656e4fca070dab853cd4c1	9241fbe510d482836227eff3d5a3378c185471e69d7fdf21f89aa755efd669f9	PASS	PASS
ERR11178437	f_cercariae_r2	1	ERR11178437_1.fastq.gz	453752041	453752041	e583e69b7dcb2cfec0bc03fa58473d02	e583e69b7dcb2cfec0bc03fa58473d02	d3ab694d11882f46eae098bcfb0da306925676698f06155d526bf7b1200f5e20	PASS	PASS
ERR11178437	f_cercariae_r2	2	ERR11178437_2.fastq.gz	530266145	530266145	4d39b7cc77b3582b82981fd89afcd4a3	4d39b7cc77b3582b82981fd89afcd4a3	8cd2dfc2f001de76e357db678e42f6717f8a61347605ee310b2cd934c1e8cee6	PASS	PASS
ERR11178349	f_cercariae_r3	1	ERR11178349_1.fastq.gz	400025581	400025581	1dea9e5d014b3728746e38ac452adc60	1dea9e5d014b3728746e38ac452adc60	4b0b5603822c10668ec31b8ddb00d999136b2ede542b4a23f9ba54e234fc0854	PASS	PASS
ERR11178349	f_cercariae_r3	2	ERR11178349_2.fastq.gz	443882855	443882855	3b3ab58135cebbb1f31ef17e798c314c	3b3ab58135cebbb1f31ef17e798c314c	67b6dc3d6461b5f943c5f5372450059e8ff7f928dd2289f22c127306d49a7154	PASS	PASS
ERR11178439	f_cercariae_r3	1	ERR11178439_1.fastq.gz	392433045	392433045	045200d9a13a033ac59fee725270a9b1	045200d9a13a033ac59fee725270a9b1	1249b0cc84ebd5a656e0aa100fcb9aa4c6d87d9910be50e95c4b419a322ec1b2	PASS	PASS
ERR11178439	f_cercariae_r3	2	ERR11178439_2.fastq.gz	454620278	454620278	ab19513fa713458eb4175370dbc527f0	ab19513fa713458eb4175370dbc527f0	a1316c4b3da8fc298765752abb1bd22efd18d28412a8355392df4bdbb684e9fe	PASS	PASS
ERR11178351	f_cercariae_r4	1	ERR11178351_1.fastq.gz	471007908	471007908	f4435544352ec475313a833b6e41d489	f4435544352ec475313a833b6e41d489	c0d3461454d9abbcd0714bc773f40247e298212c48afdd488a82dae5de73c7af	PASS	PASS
ERR11178351	f_cercariae_r4	2	ERR11178351_2.fastq.gz	541738982	541738982	8ff683f920dc8c3a3258a9c50722d112	8ff683f920dc8c3a3258a9c50722d112	7ed106683b551f32bacd4aae9b691c01b7be0cae1a66a671e0a02f122156fadf	PASS	PASS
ERR11178441	f_cercariae_r4	1	ERR11178441_1.fastq.gz	468947771	468947771	778a6581f6038ab29ae88c778acca54a	778a6581f6038ab29ae88c778acca54a	64a378e2323ebf628da88b2c91206c7f1a9c9c183652d2d1e7333e5aa70d2c36	PASS	PASS
ERR11178441	f_cercariae_r4	2	ERR11178441_2.fastq.gz	554609831	554609831	e78e7361f68a56b521c00ad11576f720	e78e7361f68a56b521c00ad11576f720	702a429805eb1cbf1b419ae36e4f66e2db02f7b70f022d9c20a326efde5eb575	PASS	PASS
ERR11178353	f_cercariae_r5	1	ERR11178353_1.fastq.gz	578543828	578543828	f08378c4e430fb39c6be27e100333890	f08378c4e430fb39c6be27e100333890	83ebdd09a2f42a1854c1597e54bbf052e0dee16cda9dc7ea60add138c7666679	PASS	PASS
ERR11178353	f_cercariae_r5	2	ERR11178353_2.fastq.gz	652214726	652214726	f236f1d22d1cf5e26c26b3a186a8d7ff	f236f1d22d1cf5e26c26b3a186a8d7ff	4cd726aed0f0283f3de8afb9e30acbf1569709336fcddfb0499b054294ef0202	PASS	PASS
ERR11178443	f_cercariae_r5	1	ERR11178443_1.fastq.gz	561146464	561146464	1e35ce644f433b8f9573a345e680b40a	1e35ce644f433b8f9573a345e680b40a	a21a21327d1a1287cafe7145794505756702f5c88f52edc0fd7bd74802524c32	PASS	PASS
ERR11178443	f_cercariae_r5	2	ERR11178443_2.fastq.gz	663231017	663231017	eec8f1bd61e2ff950014c8fc082e7840	eec8f1bd61e2ff950014c8fc082e7840	72ad9e91d4966130fc68db42a90796f956a4514d1462f01597effe00df09b49c	PASS	PASS
ERR11178274	m_cercariae_r1	1	ERR11178274_1.fastq.gz	420628058	420628058	59caf5c8c26b30827f15ca41277019a2	59caf5c8c26b30827f15ca41277019a2	8573aa92dacd5020f715af6fb19d49daf87dd12ca7ece45a2979c77275a42622	PASS	PASS
ERR11178274	m_cercariae_r1	2	ERR11178274_2.fastq.gz	476162746	476162746	74593987f8e4596a580eb6a1fdf3d88e	74593987f8e4596a580eb6a1fdf3d88e	f812ac12a98b5dd26caccb8cb0331230b2ea9e7e8fa29461304ff4d4570ed11e	PASS	PASS
ERR11178364	m_cercariae_r1	1	ERR11178364_1.fastq.gz	383922726	383922726	a6164aafe15f7291a314e4acb7abb4e9	a6164aafe15f7291a314e4acb7abb4e9	fb48a47bea2afc2ba04fb97757307338ed9b00bdb2ab79739bbd025ef3512b2a	PASS	PASS
ERR11178364	m_cercariae_r1	2	ERR11178364_2.fastq.gz	473200435	473200435	2882c433b32206279816a33fe07ca0f8	2882c433b32206279816a33fe07ca0f8	737152f301dfc705df284fe08d6295d13e71f33f92ddb7bdf74c7b573c387462	PASS	PASS
ERR11178284	m_cercariae_r2	1	ERR11178284_1.fastq.gz	579009231	579009231	d292b210513294e9b156dd8db01bdc3a	d292b210513294e9b156dd8db01bdc3a	538d4e4aa501b05db9bf76a8c6b04cc70865a57b58dc7d0ab9a7193b309f4d71	PASS	PASS
ERR11178284	m_cercariae_r2	2	ERR11178284_2.fastq.gz	714350213	714350213	f55ce040b6ac6f43faaab3aecad49647	f55ce040b6ac6f43faaab3aecad49647	bd2484aa68f7cfe2f596e198cd0e5cbb64130200d1c781bcd7859fbc7d58122e	PASS	PASS
ERR11178374	m_cercariae_r2	1	ERR11178374_1.fastq.gz	566708227	566708227	4a243c67a9feb8a09d36270ce4e68419	4a243c67a9feb8a09d36270ce4e68419	c830bbef78bffb2499655268ee2300a6a46dc7f6b36a0ee73d27c0bebacf38cd	PASS	PASS
ERR11178374	m_cercariae_r2	2	ERR11178374_2.fastq.gz	708167679	708167679	74b8d235cb23796a8da20319496cfd22	74b8d235cb23796a8da20319496cfd22	35a4af8762c3d46d4a48529d9371ca9eddd95aa43b34de3c29dffe8b77c753b9	PASS	PASS
ERR11178293	m_cercariae_r3	1	ERR11178293_1.fastq.gz	558065579	558065579	48cb1bee76e91a13f16c26f2679a9c66	48cb1bee76e91a13f16c26f2679a9c66	77eb5e272a7b215d0d66ff10776044bbf863365d0e0c02f0cab22b86e0ddc43e	PASS	PASS
ERR11178293	m_cercariae_r3	2	ERR11178293_2.fastq.gz	634878930	634878930	6a4b06f0354525d6a2ca19ea49058cf0	6a4b06f0354525d6a2ca19ea49058cf0	0280a97e663deaf36bcd1b2d0b57182d3ae2188ad7806318a57eb26478322f35	PASS	PASS
ERR11178383	m_cercariae_r3	1	ERR11178383_1.fastq.gz	548894103	548894103	ba1e103d6b6394a78f9eb3b56ce70848	ba1e103d6b6394a78f9eb3b56ce70848	687b3f1a1f91358162430721e244af37552beb48ac7a0ac3bc6a2d460143f3db	PASS	PASS
ERR11178383	m_cercariae_r3	2	ERR11178383_2.fastq.gz	643941155	643941155	6a701cd0c35c0e17b73f2fdb609bc964	6a701cd0c35c0e17b73f2fdb609bc964	2414d1f9e73fe8664335f2c5f7b6f953fa26075449e3d2fac5de2be18e5efda6	PASS	PASS
ERR11178302	m_cercariae_r4	1	ERR11178302_1.fastq.gz	754579182	754579182	fbcd1291cbc2b1eed6e7faf25fd7b23d	fbcd1291cbc2b1eed6e7faf25fd7b23d	c6c3dcda6dc715f1b98524009e79572771664ce331c6f46d37e64e970f92d377	PASS	PASS
ERR11178302	m_cercariae_r4	2	ERR11178302_2.fastq.gz	846932191	846932191	771979e2efbaba708c9c4bbcb2460b2b	771979e2efbaba708c9c4bbcb2460b2b	bb84abd7a17a4d28ca8e59521d1c25a44aca69898b8354d3c84d5a95d617d176	PASS	PASS
ERR11178392	m_cercariae_r4	1	ERR11178392_1.fastq.gz	697631344	697631344	12fe43ec959286d7f1e43a1e6bba6e68	12fe43ec959286d7f1e43a1e6bba6e68	7f07e60318ce19f0180546f5902b25ebefd2abb2a8a502364c5b46b4188d31e8	PASS	PASS
ERR11178392	m_cercariae_r4	2	ERR11178392_2.fastq.gz	839844906	839844906	7c25064591dad46172dfcb180cb51639	7c25064591dad46172dfcb180cb51639	6f90094ba5b13d752620ff0b7558858148792785d0b785d3d1c324afb3ef0b18	PASS	PASS
ERR11178311	m_cercariae_r5	1	ERR11178311_1.fastq.gz	615397629	615397629	2915e664aa1863beaffa20487444de8f	2915e664aa1863beaffa20487444de8f	b4bbcc4a08f552c9b348975d4c753b82875db7a5dfeebf4a87ce36f7865876de	PASS	PASS
ERR11178311	m_cercariae_r5	2	ERR11178311_2.fastq.gz	708963153	708963153	67275ac8898f15e7c115776229854306	67275ac8898f15e7c115776229854306	d5b3935becd6c3f9a2c1af17202500aacfb13fcc57d721e5be548a0f247641b0	PASS	PASS
ERR11178401	m_cercariae_r5	1	ERR11178401_1.fastq.gz	598568731	598568731	83dd702e4f301e28dcc108ae15ffef86	83dd702e4f301e28dcc108ae15ffef86	a418d243b8f11a5b87c08b32dba1444be3d2296479e4b48409a05293488ccbab	PASS	PASS
ERR11178401	m_cercariae_r5	2	ERR11178401_2.fastq.gz	715978671	715978671	17629dd0c28c2043c2e035c96f9af412	17629dd0c28c2043c2e035c96f9af412	9ad9329ab6e9c690bc1ec68e1a3183bf84a102d3e192adfc881817e352ec8f8d	PASS	PASS
ERR11178320	x_cercariae_r1	1	ERR11178320_1.fastq.gz	831939373	831939373	7a953b46af9c4a95e19664f617d06530	7a953b46af9c4a95e19664f617d06530	9d35f3a70a758e59caad8af07ca8eccf88646f0320e094dcb28677bb9e9687d1	PASS	PASS
ERR11178320	x_cercariae_r1	2	ERR11178320_2.fastq.gz	898088126	898088126	456aff30f6c37f11b2d34fbd70e321c8	456aff30f6c37f11b2d34fbd70e321c8	edb5187b1f8c40309b44b47fe982257a643eb0a9008cdfdb53ed1050732cbc7c	PASS	PASS
ERR11178410	x_cercariae_r1	1	ERR11178410_1.fastq.gz	816591117	816591117	1a174d5eed1560210920a6b4bf35651b	1a174d5eed1560210920a6b4bf35651b	9da56917a076a7e15a9f004eaf1c7dc97cb7ed9c7b3ff9c9c85d311e482cb681	PASS	PASS
ERR11178410	x_cercariae_r1	2	ERR11178410_2.fastq.gz	933685902	933685902	d19b7738aeae0553bd1a280c38e4d810	d19b7738aeae0553bd1a280c38e4d810	11786755cc9cbe73363526e0f1d8952774138660c8ce55c9ad4dee056ffa2ff7	PASS	PASS
ERR11178328	x_cercariae_r2	1	ERR11178328_1.fastq.gz	588081761	588081761	32fd4d67911b44790fe59e3b0dd4a5ca	32fd4d67911b44790fe59e3b0dd4a5ca	151990526d47e7b073356c0030fc4bbae3c5207d9475d51b5c3f2a9b8eb0c471	PASS	PASS
ERR11178328	x_cercariae_r2	2	ERR11178328_2.fastq.gz	661213762	661213762	68767a8aafe1624b1b2d7edb94c69957	68767a8aafe1624b1b2d7edb94c69957	bf6c51fdb51128ae5b5324c80293c9adde5dfd76f1616aaf949eb966482dbef1	PASS	PASS
ERR11178418	x_cercariae_r2	1	ERR11178418_1.fastq.gz	570094585	570094585	9cffa06ceb4876ee646a900fe9203307	9cffa06ceb4876ee646a900fe9203307	12fcd2c7b823d0597aebef5d5ae9c7e895f4057ecdecb3884f66b58ba0602acb	PASS	PASS
ERR11178418	x_cercariae_r2	2	ERR11178418_2.fastq.gz	664856128	664856128	f657c128dff4c2b4cc9afc8bb3b51ae0	f657c128dff4c2b4cc9afc8bb3b51ae0	a5bd16822dc4cf4f47820e7f9d8751727fd9e0e7b19fcf20af26107589fad740	PASS	PASS
ERR11178337	x_cercariae_r3	1	ERR11178337_1.fastq.gz	688910028	688910028	4d2c16895905651351335ff121ab6f77	4d2c16895905651351335ff121ab6f77	361da9bc9badd51e9bdd822832c2540df66ef73f22b80e22bd62976e695ff9f3	PASS	PASS
ERR11178337	x_cercariae_r3	2	ERR11178337_2.fastq.gz	786613745	786613745	0e37908cbed67414eced15125e3b43cb	0e37908cbed67414eced15125e3b43cb	ded04d669e730eb572ed839d2c83d6ec81aad2ba4985251b77461f9035d78533	PASS	PASS
ERR11178427	x_cercariae_r3	1	ERR11178427_1.fastq.gz	682677663	682677663	6e6fa6836234179a35d7ed592d15580e	6e6fa6836234179a35d7ed592d15580e	bca83b982483e5017bd27457c55a3deee5ef8a30b4ed5b3082610230ba500383	PASS	PASS
ERR11178427	x_cercariae_r3	2	ERR11178427_2.fastq.gz	800268144	800268144	512f8d51ed6c0fedf34f12c9e09f60a5	512f8d51ed6c0fedf34f12c9e09f60a5	88288be4507a181ed4d5d47395f9cac47edc544f6ab0d02d1123c7dc9c210004	PASS	PASS
ERR11178265	x_cercariae_r4	1	ERR11178265_1.fastq.gz	727210612	727210612	a8ac254e73073f8ad38fbefadc3975e4	a8ac254e73073f8ad38fbefadc3975e4	01a7f27d9d27af664c9b4764fc7a83f6b01d90e3af0de589ee018479a24a81c7	PASS	PASS
ERR11178265	x_cercariae_r4	2	ERR11178265_2.fastq.gz	830177336	830177336	af40c3a57412bb241bd510c76e5454d8	af40c3a57412bb241bd510c76e5454d8	fc5951fc5348f09ff0ceb46164790e6ab0bc7732965cdd006f1d2f88ce5a16d3	PASS	PASS
ERR11178355	x_cercariae_r4	1	ERR11178355_1.fastq.gz	680214422	680214422	48bbb767edbf98723a486080d7cf40a1	48bbb767edbf98723a486080d7cf40a1	4629422ce69368676046f31bb3a5970ea726e488ad7ea8d80c549f736b50b6cf	PASS	PASS
ERR11178355	x_cercariae_r4	2	ERR11178355_2.fastq.gz	805822898	805822898	93427c6ab0563d3e8c71d8c6169bab02	93427c6ab0563d3e8c71d8c6169bab02	7d23aec01564234d36332121a6eec347099aa90bacdbf22f1170cb4eec302644	PASS	PASS
ERR11178275	x_cercariae_r5	1	ERR11178275_1.fastq.gz	799374446	799374446	97f5384c4d49bde437ea8306a97de0da	97f5384c4d49bde437ea8306a97de0da	566e991fb4cfcec0c6fb9a3b5d0172f58656c51813316b27591948dbd97f7b76	PASS	PASS
ERR11178275	x_cercariae_r5	2	ERR11178275_2.fastq.gz	878121177	878121177	fe95aa789565352185f004cd47003e45	fe95aa789565352185f004cd47003e45	e82fb358276b87e0b7e3b924626e9f32b758b7d280051c5b5fa62fe144c77c9c	PASS	PASS
ERR11178365	x_cercariae_r5	1	ERR11178365_1.fastq.gz	755970673	755970673	24db58386713264116d3a8049ec5692c	24db58386713264116d3a8049ec5692c	076278bd39474f0a572f417305f4a777dfae8de8b466ea99d46e1998c180a544	PASS	PASS
ERR11178365	x_cercariae_r5	2	ERR11178365_2.fastq.gz	869170849	869170849	8b10220fc1c1101091c872716c9219c8	8b10220fc1c1101091c872716c9219c8	ead96c0c18981f5f4c44724d9e5c3898af733dc5116a030d0c7d4b9e08cd9330	PASS	PASS
ERR11178285	f_2d_somules_r1	1	ERR11178285_1.fastq.gz	923892443	923892443	d238a30590f8d59298fbbe8b07f96b67	d238a30590f8d59298fbbe8b07f96b67	47db3cdf83c2727073c7a9108ba9025408426a40707b1eefff14cefc4365dd2b	PASS	PASS
ERR11178285	f_2d_somules_r1	2	ERR11178285_2.fastq.gz	1116853434	1116853434	9453bed66089324e46888723bd8090d9	9453bed66089324e46888723bd8090d9	c3eb5ac53fe37d7314d428851488fcb4b0be6aa0cf67533b8e3c68459bc7d7e9	PASS	PASS
ERR11178375	f_2d_somules_r1	1	ERR11178375_1.fastq.gz	882275452	882275452	afdd0b4042240abfbdf9a716376fca7b	afdd0b4042240abfbdf9a716376fca7b	b4a21e5211469cb6d711eaee61139d0c06302bffc97e0763612d93d5c23b23f2	PASS	PASS
ERR11178375	f_2d_somules_r1	2	ERR11178375_2.fastq.gz	1117271393	1117271393	923d83914a4a67a38480926d50153de8	923d83914a4a67a38480926d50153de8	f0a737a861a3073b1227a0107e2b9fe06f84e6033277d3299bc5214d69d90d32	PASS	PASS
ERR11178294	f_2d_somules_r2	1	ERR11178294_1.fastq.gz	627564752	627564752	69b5c00607fc1b16aa15e165904a4a1c	69b5c00607fc1b16aa15e165904a4a1c	71992027a26ced618669c6d76b4717a187e0e95fa1c04d6377d5026b69dd907e	PASS	PASS
ERR11178294	f_2d_somules_r2	2	ERR11178294_2.fastq.gz	703766383	703766383	106e03e4379614d64ce5c6234af29e79	106e03e4379614d64ce5c6234af29e79	c70d333d3402f8f3146c8f3a8a6df6ca7494ff3c15ee120180411a083e217991	PASS	PASS
ERR11178384	f_2d_somules_r2	1	ERR11178384_1.fastq.gz	594426761	594426761	4e1189e09bc408369b25a83328c0c848	4e1189e09bc408369b25a83328c0c848	f0dd9ff4bb79e72bd099b1a413deb3254b29779ca5953a0cd7518fe57f43d7de	PASS	PASS
ERR11178384	f_2d_somules_r2	2	ERR11178384_2.fastq.gz	692754521	692754521	62c9d5812631ecb9eab68e8d989baf05	62c9d5812631ecb9eab68e8d989baf05	25afdeef473360735fb517e378e3023c41da885c9f6f49224e618be1841f230c	PASS	PASS
ERR11178303	f_2d_somules_r3	1	ERR11178303_1.fastq.gz	596679630	596679630	44eb51ec8288c99a937e9cdbff7b385f	44eb51ec8288c99a937e9cdbff7b385f	4ba10268f69277f598eae141122fe46f208ab9a42bdf9db3d855ff89989f0934	PASS	PASS
ERR11178303	f_2d_somules_r3	2	ERR11178303_2.fastq.gz	665624767	665624767	f547b2acf460e1183e631580a3e6a525	f547b2acf460e1183e631580a3e6a525	46df45239e15ceb4c981431a7289f2db7a0e6d04924090c47f38e8c4b5e4bfc0	PASS	PASS
ERR11178393	f_2d_somules_r3	1	ERR11178393_1.fastq.gz	550781502	550781502	e007217e63db129c6ce99d0d6b7f9d51	e007217e63db129c6ce99d0d6b7f9d51	5ae20f760f7537670ff2a9c22868b086050dd3fbe83d201042b298a7aa4db563	PASS	PASS
ERR11178393	f_2d_somules_r3	2	ERR11178393_2.fastq.gz	649758596	649758596	180ebca81eb77d8bc70c4d5801fd4ad8	180ebca81eb77d8bc70c4d5801fd4ad8	5c577701613654335c437724efe7e2e2308d2b4ed5056efa3f58c2d04c7d681a	PASS	PASS
ERR11178312	f_2d_somules_r4	1	ERR11178312_1.fastq.gz	909134548	909134548	e2e64baca846075b7ad996d924bc729b	e2e64baca846075b7ad996d924bc729b	04d9693f344be991f3fbf6fcdaed45c04985998ec9f0a7d7ef7af0c47d491b85	PASS	PASS
ERR11178312	f_2d_somules_r4	2	ERR11178312_2.fastq.gz	1065648553	1065648553	fa4b6a007a742efc2de1530df22a317c	fa4b6a007a742efc2de1530df22a317c	cb3bb05821d4cc852affc2416f6a081769ca7e3d4076f361aeb011f09a836e41	PASS	PASS
ERR11178402	f_2d_somules_r4	1	ERR11178402_1.fastq.gz	828508008	828508008	b6eb7017fe6d5ad8bf57116e748da4ef	b6eb7017fe6d5ad8bf57116e748da4ef	c6cf76b74def0357ce7107b83cd2d59e2adddd9bfe44536a984e1ba2a2326b27	PASS	PASS
ERR11178402	f_2d_somules_r4	2	ERR11178402_2.fastq.gz	1059919566	1059919566	c6b2ca8d3b6985ba5e9c864e9234b4b1	c6b2ca8d3b6985ba5e9c864e9234b4b1	eddf360ff5b332d9a47e592244abcde244d72b5df04a35fc616d1364c7aa7d4d	PASS	PASS
ERR11178321	f_2d_somules_r5	1	ERR11178321_1.fastq.gz	763741204	763741204	ca1707093fe9cc9b126f7d555c444bdd	ca1707093fe9cc9b126f7d555c444bdd	6233c3f11990c9e09332c7407bc79213a0041f5683c9a48933c5b03d9b9f3489	PASS	PASS
ERR11178321	f_2d_somules_r5	2	ERR11178321_2.fastq.gz	905137772	905137772	1f468e65dbc0e08e3e78e5d2b824b19b	1f468e65dbc0e08e3e78e5d2b824b19b	db39e834c273b86d85dee3853ca94cb82e1a94b5731af3d952ca6764c6b391b5	PASS	PASS
ERR11178411	f_2d_somules_r5	1	ERR11178411_1.fastq.gz	686524566	686524566	fed61517235086998542acdd0109ba7e	fed61517235086998542acdd0109ba7e	ac890bb83928af9883c98505894498490cab4012c43f52858e37d6604312b109	PASS	PASS
ERR11178411	f_2d_somules_r5	2	ERR11178411_2.fastq.gz	868113671	868113671	543f5157ce6f9116a43b2fb6168f6d5b	543f5157ce6f9116a43b2fb6168f6d5b	1748b3db608d504d1f60bc0ec27b33ee53d49f0d72efb14c13c585e145520b15	PASS	PASS
ERR11178329	m_2d_somules_r1	1	ERR11178329_1.fastq.gz	1322330048	1322330048	06829ec5055cd8bb75275db549b9dc34	06829ec5055cd8bb75275db549b9dc34	54bd94dec8c9156b7646fdcbacc4d9882cf6fc8190802d020e3970462ce0a5d3	PASS	PASS
ERR11178329	m_2d_somules_r1	2	ERR11178329_2.fastq.gz	1458028214	1458028214	7b21cc67098c4ccb894008ff707c0c51	7b21cc67098c4ccb894008ff707c0c51	5a05e8b28b3580bea8f246e69e4f68905f7ec48e8aaf017547ab6ba9e7e532c3	PASS	PASS
ERR11178419	m_2d_somules_r1	1	ERR11178419_1.fastq.gz	1177654402	1177654402	102277d0c3119a652796365dbcd77d90	102277d0c3119a652796365dbcd77d90	82427ba325160dfde2d7709d60465dac5654b7236ffd1d54e759d2fabb800229	PASS	PASS
ERR11178419	m_2d_somules_r1	2	ERR11178419_2.fastq.gz	1438950319	1438950319	93f7759a32c1da97db5cb94781098386	93f7759a32c1da97db5cb94781098386	cd1b958d4ab110c98b075d21ddc11dd6ebb366cf5dc1fdc43c5d94ad0dbec1f4	PASS	PASS
ERR11178267	m_2d_somules_r2	1	ERR11178267_1.fastq.gz	757832577	757832577	26bc9bef3928acd8ed152d800bb9b64f	26bc9bef3928acd8ed152d800bb9b64f	acdbb7424086544f1a3293bcc297b974675ec3c775b632962dcb8c9c14166083	PASS	PASS
ERR11178267	m_2d_somules_r2	2	ERR11178267_2.fastq.gz	838460338	838460338	34a1e93f00c940fddd894c526cad8a43	34a1e93f00c940fddd894c526cad8a43	f98aeb9ecc581c42c26aa022be06302b9822c964d2b4ae4483cc27439733e0ab	PASS	PASS
ERR11178357	m_2d_somules_r2	1	ERR11178357_1.fastq.gz	721797414	721797414	e3880a30d377caf2d5328dc01d0950e2	e3880a30d377caf2d5328dc01d0950e2	13aee1d62ef5d83886e84b6f97ae84176ffd47de26eb5f50459b9657c0951177	PASS	PASS
ERR11178357	m_2d_somules_r2	2	ERR11178357_2.fastq.gz	836909341	836909341	95753cd6eb271927d12df2bc050196ae	95753cd6eb271927d12df2bc050196ae	0a52e65a4fd9e22f1d480814c1de65ca700a1e63fa087b47ed58074fdf2b0f68	PASS	PASS
ERR11178277	m_2d_somules_r3	1	ERR11178277_1.fastq.gz	621407147	621407147	d71078c6ad934802d054f457374a3593	d71078c6ad934802d054f457374a3593	70ac195032740b4fe6f92f826a77dba9bb826b476488c2c2b60b9a3ebead8d5c	PASS	PASS
ERR11178277	m_2d_somules_r3	2	ERR11178277_2.fastq.gz	723467252	723467252	d332cfd321a135b9988ac2aa5c12a099	d332cfd321a135b9988ac2aa5c12a099	1b814c178b6d2e09c2c4011eccd785e9ec0ad9854a69db4f351c563144b820df	PASS	PASS
ERR11178367	m_2d_somules_r3	1	ERR11178367_1.fastq.gz	606676590	606676590	9dbd9c6b3edefdde32c88af2334ede17	9dbd9c6b3edefdde32c88af2334ede17	bda81e46fe064dc403fc7569ef501813a0c83453f0b030fe31969d60f4684ad4	PASS	PASS
ERR11178367	m_2d_somules_r3	2	ERR11178367_2.fastq.gz	722682799	722682799	fe8d835e648db7bd54ba30942975cba6	fe8d835e648db7bd54ba30942975cba6	bba0e04608bd63ffda35d0fd5f25c960a3244169393be359b86208637a40a167	PASS	PASS
ERR11178287	m_2d_somules_r4	1	ERR11178287_1.fastq.gz	367246669	367246669	d58c25323f4aa7dedd980101ae5d751d	d58c25323f4aa7dedd980101ae5d751d	2c0866f6b683b81cc295d51a69d8e9ed5d1d110535f3878c8b974b283ac59675	PASS	PASS
ERR11178287	m_2d_somules_r4	2	ERR11178287_2.fastq.gz	424902655	424902655	627a896ee87401e2ab65e252eb5ff0a0	627a896ee87401e2ab65e252eb5ff0a0	3410d198eb842a4c9a9ca626f0b98a27dd7c0cd82e46a6ee813584adc20020f3	PASS	PASS
ERR11178377	m_2d_somules_r4	1	ERR11178377_1.fastq.gz	363659304	363659304	d105d26b222e51810badb05ee372cde5	d105d26b222e51810badb05ee372cde5	ff4bace174fd21cd7ca98ebabf23d10ac2d60cb813fc08c1fc618d2aeeca7c7a	PASS	PASS
ERR11178377	m_2d_somules_r4	2	ERR11178377_2.fastq.gz	422064994	422064994	12abb714708bf4e05e9d9439ef263824	12abb714708bf4e05e9d9439ef263824	1660df46d75d1c4fc4ea96c5475a628aab55680e525bc0fc52baaec6fa8968d7	PASS	PASS
