group	gene_id	gene_name	gene_display_label	dataset	batch	condition	stage_class	stage_day	stage	tissue	sex	n	mean_TPM	median_TPM	mean_log2TPM	fraction_expressed
Writers	Smp_070170	Smp_070170	Smp_070170	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	16.0317708	16.614447	4.075019634443096	1
Writers	Smp_070170	Smp_070170	Smp_070170	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	14.621725999999999	15.02169	3.9559234389593634	1
Writers	Smp_070170	Smp_070170	Smp_070170	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	15.208358200000001	15.720401	4.0161738599904275	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	24.1755118	24.304604	4.634519525859756	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	22.3074074	21.850619	4.5358609352432815	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	18.7721498	19.39524	4.279468634660063	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	41.1855266	40.908018	5.347865597075267	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	juvenile_26d_female	juvenile_26d	26	juvenile_26d	whole_organism	female	5	58.02987	57.995123	5.882724698799071	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	juvenile_26d_male	juvenile_26d	26	juvenile_26d	whole_organism	male	5	40.5794858	40.622624	5.375190098804553	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	miracidium_mixed	miracidium		miracidium	whole_organism	mixed	5	39.1781064	57.220923	4.434482788737192	0.8
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	schistosomulum_2d_female	schistosomulum_2d	2	schistosomulum_2d	whole_organism	female	5	86.4702198	90.317892	6.426355979378259	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	schistosomulum_2d_male	schistosomulum_2d	2	schistosomulum_2d	whole_organism	male	5	55.5224318	57.853956	5.808945895028475	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	schistosomulum_2d_mixed	schistosomulum_2d	2	schistosomulum_2d	whole_organism	mixed	5	88.5651328	87.571905	6.435701052109688	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	sporocyst_1d_mixed	sporocyst_1d	1	sporocyst_1d	whole_organism	mixed	5	69.9797094	63.911487	6.121533737425592	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	sporocyst_32d_female	sporocyst_32d	32	sporocyst_32d	whole_organism	female	5	77.03682380000001	84.415738	6.261721974294311	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	86.7964938	88.128062	6.441211187818999	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	83.2603236	77.776978	6.38928049623751	1
Writers	Smp_070340	Smp_070340	Smp_070340	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	65.3680542	67.715133	6.050363489733613	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	4.9535336	5.191303	2.5325311606512946	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	4.7203652	4.381233	2.509392674331178	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	3.9763184	4.170194	2.3004934672014166	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	20.1437058	18.480747	4.367465784984648	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	juvenile_26d_female	juvenile_26d	26	juvenile_26d	whole_organism	female	5	17.0088194	17.178291	4.1689022946886025	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	juvenile_26d_male	juvenile_26d	26	juvenile_26d	whole_organism	male	5	13.098442799999999	13.613826	3.809338633988006	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	miracidium_mixed	miracidium		miracidium	whole_organism	mixed	5	10.197888	15.189251	2.804687956442897	0.8
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	schistosomulum_2d_female	schistosomulum_2d	2	schistosomulum_2d	whole_organism	female	5	15.52557	15.598322	4.035747165489098	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	schistosomulum_2d_male	schistosomulum_2d	2	schistosomulum_2d	whole_organism	male	5	13.0340446	13.418138	3.80287098314651	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	schistosomulum_2d_mixed	schistosomulum_2d	2	schistosomulum_2d	whole_organism	mixed	5	17.271036	19.050666	4.171131608460167	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	sporocyst_1d_mixed	sporocyst_1d	1	sporocyst_1d	whole_organism	mixed	5	5.4691448000000005	5.216726	2.6722665854855796	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	sporocyst_32d_female	sporocyst_32d	32	sporocyst_32d	whole_organism	female	5	18.8081348	20.596143	4.285953666824608	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	20.0318428	19.449568	4.388511194028601	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	23.5906124	22.828288	4.611066692768936	1
Writers	Smp_078900	Smp_078900	Smp_078900	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	15.6094798	16.559762	4.037939965422898	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	10.682488	11.319994	3.5350598282099486	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	9.159612000000001	9.083073	3.3437165585705664	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	8.833393599999999	8.64354	3.293275350517629	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	15.4647826	14.81955	4.032828676861595	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	juvenile_26d_female	juvenile_26d	26	juvenile_26d	whole_organism	female	5	22.3468776	22.495359	4.54488513109071	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	juvenile_26d_male	juvenile_26d	26	juvenile_26d	whole_organism	male	5	20.365152600000002	20.845642	4.416166077057549	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	miracidium_mixed	miracidium		miracidium	whole_organism	mixed	5	11.9488998	15.975705	3.515011233301234	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	schistosomulum_2d_female	schistosomulum_2d	2	schistosomulum_2d	whole_organism	female	5	21.153764	20.751494	4.4670068286025595	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	schistosomulum_2d_male	schistosomulum_2d	2	schistosomulum_2d	whole_organism	male	5	21.7665096	22.245737	4.505255532772053	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	schistosomulum_2d_mixed	schistosomulum_2d	2	schistosomulum_2d	whole_organism	mixed	5	23.1472356	22.361469	4.590820351984591	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	sporocyst_1d_mixed	sporocyst_1d	1	sporocyst_1d	whole_organism	mixed	5	12.1115224	12.105547	3.710160790512716	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	sporocyst_32d_female	sporocyst_32d	32	sporocyst_32d	whole_organism	female	5	21.7402776	22.383019	4.500375776810852	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	22.2675774	22.114014	4.537520090626782	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	22.643994	23.155867	4.559486536418582	1
Writers	Smp_121610	Smp_121610	Smp_121610	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	15.7865518	16.032052	4.067309824785736	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	28.884061799999998	29.491902	4.839261313887309	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	24.2866382	23.564365	4.655118329386649	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	20.7819766	22.629372	4.401654873856408	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	40.0032712	39.900938	5.338650502841251	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	juvenile_26d_female	juvenile_26d	26	juvenile_26d	whole_organism	female	5	84.7934706	88.612365	6.418444565920021	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	juvenile_26d_male	juvenile_26d	26	juvenile_26d	whole_organism	male	5	50.069627	53.534925	5.580445803586762	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	miracidium_mixed	miracidium		miracidium	whole_organism	mixed	5	30.563272599999998	45.778221	3.8104089833766817	0.8
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	schistosomulum_2d_female	schistosomulum_2d	2	schistosomulum_2d	whole_organism	female	5	58.528989599999996	62.87885	5.830582221324678	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	schistosomulum_2d_male	schistosomulum_2d	2	schistosomulum_2d	whole_organism	male	5	32.7111696	33.045519	5.060857021201201	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	schistosomulum_2d_mixed	schistosomulum_2d	2	schistosomulum_2d	whole_organism	mixed	5	49.0146558	44.459322	5.540927509436546	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	sporocyst_1d_mixed	sporocyst_1d	1	sporocyst_1d	whole_organism	mixed	5	26.36888	27.4903	4.64534843133651	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	sporocyst_32d_female	sporocyst_32d	32	sporocyst_32d	whole_organism	female	5	37.199334	38.364988	5.218578906966813	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	43.1180872	46.246696	5.450953907487838	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	37.4315024	34.695011	5.249436173257387	1
Writers	Smp_138030	Smp_138030	Smp_138030	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	36.0524838	34.990429	5.202597999017394	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	48.475561	49.310413	5.614831993000446	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	43.6103168	43.538842	5.478488262481391	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	39.6685568	39.59631	5.332043743449129	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	28.020362	27.238765	4.853842202549965	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	juvenile_26d_female	juvenile_26d	26	juvenile_26d	whole_organism	female	5	30.4159886	30.627799	4.972326099302581	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	juvenile_26d_male	juvenile_26d	26	juvenile_26d	whole_organism	male	5	20.97085	22.053625	4.43254677579845	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	miracidium_mixed	miracidium		miracidium	whole_organism	mixed	5	25.8962064	31.070041	4.378661203367981	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	schistosomulum_2d_female	schistosomulum_2d	2	schistosomulum_2d	whole_organism	female	5	52.550001800000004	55.718698	5.7115228531215365	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	schistosomulum_2d_male	schistosomulum_2d	2	schistosomulum_2d	whole_organism	male	5	29.4869582	29.158865	4.923277265263192	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	schistosomulum_2d_mixed	schistosomulum_2d	2	schistosomulum_2d	whole_organism	mixed	5	44.6892534	43.65805	5.4572608393819335	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	sporocyst_1d_mixed	sporocyst_1d	1	sporocyst_1d	whole_organism	mixed	5	18.964431599999998	19.580806	4.253890822778499	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	sporocyst_32d_female	sporocyst_32d	32	sporocyst_32d	whole_organism	female	5	24.5225386	26.094531	4.660160682418406	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	24.8177432	25.878584	4.680747073493913	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	23.2356412	23.570722	4.589126435514331	1
Writers	Smp_140390	Smp_140390	Smp_140390	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	21.062367	21.270107	4.461846783813467	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	11.1767202	11.650437	3.5514705986610657	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	7.6711262	7.812833	3.108023952437975	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	7.8252494	8.245181	3.1093414502109002	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	12.9437842	13.253242	3.7619376935757223	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	juvenile_26d_female	juvenile_26d	26	juvenile_26d	whole_organism	female	5	11.5742994	11.448299	3.648966070015116	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	juvenile_26d_male	juvenile_26d	26	juvenile_26d	whole_organism	male	5	8.0892058	8.461226	3.174180184137844	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	miracidium_mixed	miracidium		miracidium	whole_organism	mixed	5	5.5959942	8.010824	2.1228408756072894	0.6
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	schistosomulum_2d_female	schistosomulum_2d	2	schistosomulum_2d	whole_organism	female	5	14.1565396	15.089264	3.895025931206995	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	schistosomulum_2d_male	schistosomulum_2d	2	schistosomulum_2d	whole_organism	male	5	8.7357048	9.260345	3.2610771552435165	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	schistosomulum_2d_mixed	schistosomulum_2d	2	schistosomulum_2d	whole_organism	mixed	5	13.374038	14.294655	3.7949003436864626	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	sporocyst_1d_mixed	sporocyst_1d	1	sporocyst_1d	whole_organism	mixed	5	6.7180232	6.60838	2.8482132553013146	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	sporocyst_32d_female	sporocyst_32d	32	sporocyst_32d	whole_organism	female	5	10.2866718	11.33234	3.468578618877861	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	10.9771738	11.030119	3.56825911157662	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	10.732282399999999	10.302417	3.546618627639346	1
Writers	Smp_144180	Smp_144180	Smp_144180	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	11.1070232	9.070273	3.5277395363741477	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	8.7690252	8.708535	3.2844813838822535	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	8.3301452	7.854941	3.2173150035806555	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	6.6633312	6.4990000000000006	2.9363873777878893	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	17.7491912	17.591183	4.215316494758826	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	juvenile_26d_female	juvenile_26d	26	juvenile_26d	whole_organism	female	5	21.2660038	20.586802	4.473657085971768	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	juvenile_26d_male	juvenile_26d	26	juvenile_26d	whole_organism	male	5	20.828193600000002	21.07253	4.444930337890378	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	miracidium_mixed	miracidium		miracidium	whole_organism	mixed	5	8.727089600000001	9.69289	3.2034507212654098	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	schistosomulum_2d_female	schistosomulum_2d	2	schistosomulum_2d	whole_organism	female	5	19.8638474	19.660819	4.379810423415439	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	schistosomulum_2d_male	schistosomulum_2d	2	schistosomulum_2d	whole_organism	male	5	20.402881999999998	19.492897999999997	4.415478124764805	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	schistosomulum_2d_mixed	schistosomulum_2d	2	schistosomulum_2d	whole_organism	mixed	5	22.569240999999998	23.867191	4.552705302824615	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	sporocyst_1d_mixed	sporocyst_1d	1	sporocyst_1d	whole_organism	mixed	5	14.4172812	16.262157	3.9087137756228674	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	sporocyst_32d_female	sporocyst_32d	32	sporocyst_32d	whole_organism	female	5	13.5665856	14.042926000000001	3.8593823128620075	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	12.400112199999999	12.315190999999999	3.7386260175479924	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	11.2529582	11.26643	3.6136492573476353	1
Writers	Smp_149380	Smp_149380	Smp_149380	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	12.033728799999999	12.125604	3.7030018478837325	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	14.0780036	11.963156	3.8743212780745435	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	10.1966012	10.229401	3.4784488413577908	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	11.0622718	11.691078	3.5596735481168897	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	22.1461166	22.840745	4.51203488575407	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	juvenile_26d_female	juvenile_26d	26	juvenile_26d	whole_organism	female	5	26.670631	26.427673	4.787943948057395	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	juvenile_26d_male	juvenile_26d	26	juvenile_26d	whole_organism	male	5	21.6900984	21.586363	4.496412309410843	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	miracidium_mixed	miracidium		miracidium	whole_organism	mixed	5	12.9114982	18.358654	2.9382192020057074	0.6
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	schistosomulum_2d_female	schistosomulum_2d	2	schistosomulum_2d	whole_organism	female	5	32.7396666	33.332407	5.0436587639413455	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	schistosomulum_2d_male	schistosomulum_2d	2	schistosomulum_2d	whole_organism	male	5	20.664686800000002	21.838747	4.427224611975074	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	schistosomulum_2d_mixed	schistosomulum_2d	2	schistosomulum_2d	whole_organism	mixed	5	28.6796258	31.31471	4.853870636676458	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	sporocyst_1d_mixed	sporocyst_1d	1	sporocyst_1d	whole_organism	mixed	5	16.6007236	16.819768	3.9069463251623775	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	sporocyst_32d_female	sporocyst_32d	32	sporocyst_32d	whole_organism	female	5	21.1340444	21.848083	4.450464847747478	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	24.137147	22.938635	4.64241385660592	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	24.7045358	24.621933	4.682714777496204	1
Writers	Smp_150850	Smp_150850	Smp_150850	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	19.5683578	19.70691	4.355159303462674	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	33.6163838	30.258655	5.078672529885521	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	21.092148	21.051638	4.461891175947137	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	33.833255	32.818225	5.059997533707701	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	18.2126928	17.883606	4.2386701822262705	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	juvenile_26d_female	juvenile_26d	26	juvenile_26d	whole_organism	female	5	15.2471458	15.076558	4.0198083264810975	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	juvenile_26d_male	juvenile_26d	26	juvenile_26d	whole_organism	male	5	10.195682399999999	10.831983	3.4734625978528464	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	miracidium_mixed	miracidium		miracidium	whole_organism	mixed	5	8.7929744	13.59523	2.6175992098878007	0.8
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	schistosomulum_2d_female	schistosomulum_2d	2	schistosomulum_2d	whole_organism	female	5	16.7827828	16.538205	4.099917239698136	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	schistosomulum_2d_male	schistosomulum_2d	2	schistosomulum_2d	whole_organism	male	5	9.9376096	10.237346	3.430682007261008	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	schistosomulum_2d_mixed	schistosomulum_2d	2	schistosomulum_2d	whole_organism	mixed	5	14.7142356	15.467768	3.9259334481035175	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	sporocyst_1d_mixed	sporocyst_1d	1	sporocyst_1d	whole_organism	mixed	5	9.3629728	8.85124	3.298880623714169	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	sporocyst_32d_female	sporocyst_32d	32	sporocyst_32d	whole_organism	female	5	14.733746400000001	16.40333	3.9455585984045594	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	sporocyst_32d_male	sporocyst_32d	32	sporocyst_32d	whole_organism	male	5	14.3691852	13.499713	3.9193342075214583	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	sporocyst_32d_mixed	sporocyst_32d	32	sporocyst_32d	whole_organism	mixed	5	14.649009999999999	14.796577	3.961637173475537	1
Writers	Smp_160700	Smp_160700	Smp_160700	PRJEB32839	not_declared	sporocyst_5d_mixed	sporocyst_5d	5	sporocyst_5d	whole_organism	mixed	5	13.5992542	12.639428	3.862279476627698	1
Writers	Smp_165000	Smp_165000	Smp_165000	PRJEB32839	not_declared	cercaria_female	cercaria		cercaria	whole_organism	female	5	18.5594224	18.370651	4.264086522626962	1
Writers	Smp_165000	Smp_165000	Smp_165000	PRJEB32839	not_declared	cercaria_male	cercaria		cercaria	whole_organism	male	5	15.5092774	15.609681	4.038155471095231	1
Writers	Smp_165000	Smp_165000	Smp_165000	PRJEB32839	not_declared	cercaria_mixed	cercaria		cercaria	whole_organism	mixed	5	17.388748	17.649254	4.160991305107317	1
Writers	Smp_165000	Smp_165000	Smp_165000	PRJEB32839	not_declared	egg_mixed	egg		egg	whole_organism	mixed	5	26.7209318	28.435392	4.781903923539518	1
