analysis_id	variable	contrast	level_a	level_b	gene_id	group	gene_name	gene_display_label	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	biotype	source_file	result_dir	deg_project	deg_mode	contrast_label	padj_num	log2FoldChange_num	neg_log10_padj	significant
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_159100	Readers	Smp_159100	Smp_159100		5410.19369593177	-0.681016245960082	0.241090705445393	-2.82473040469133	0.00473204127356251	0.0107417666209888	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.0107417666209888	-0.681016245960082	1.9689242874769766	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_121610	Writers	Smp_121610	Smp_121610		1473.81819604994	0.382469600121604	0.146116768035441	2.61756131937462	0.00885605749798365	0.0189432521694575	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.0189432521694575	0.382469600121604	1.7225454594403158	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_078900	Writers	Smp_078900	Smp_078900		2009.81033749387	0.455409372933274	0.200275551873083	2.27391395841401	0.02297116028128	0.0445052018437153	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.0445052018437153	0.455409372933274	1.3515892249743373	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_041760	Readers	Smp_041760	Smp_041760		10038.6207043123	-0.618025371606981	0.278115741248077	-2.22218767205884	0.0262706252419581	0.050035877504438	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.050035877504438	-0.618025371606981	1.3007184793708542	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_078280	Readers	Smp_078280	Smp_078280		1064.43362120423	0.374779658421768	0.196316389822263	1.90905944613732	0.0562544234652556	0.0982695087524083	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.0982695087524083	0.374779658421768	1.0075812149732286	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_210660	Writers	Smp_210660	Smp_210660		3236.48500527467	-0.406211577471652	0.214303702157666	-1.89549491390866	0.058026864921675	0.100951271133069	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.100951271133069	-0.406211577471652	0.9958882082448386	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_105690	Readers	Smp_105690	Smp_105690		3486.66851744267	-0.374831385368923	0.206907367069762	-1.81159032990131	0.0700495202251121	0.118661001371464	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.118661001371464	-0.374831385368923	0.9256919910039068	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_000700	Writers	Smp_000700	Smp_000700		2324.15466325394	-0.228174114045129	0.132107747552789	-1.7271819274184	0.0841349955167806	0.13912556034593	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.13912556034593	-0.228174114045129	0.856593073477323	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_162940	Erasers	Smp_162940	Smp_162940		1232.13731224705	0.325577815832488	0.203868360608445	1.59700021553517	0.110265659179492	0.175714010866392	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.175714010866392	0.325577815832488	0.7551936078879635	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_041750	Readers	Smp_041750	Smp_041750		3557.60311615714	-0.422126931434216	0.271347366917983	-1.55566990101587	0.119786607393419	0.189191694633957	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.189191694633957	-0.422126931434216	0.7230979327006805	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_149240	Readers	Smp_149240	Smp_149240		1851.74953481769	0.42838484821907	0.300181115794486	1.42708793351397	0.153554550111558	0.233808126247349	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.233808126247349	0.42838484821907	0.6311403985503494	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_149380	Writers	Smp_149380	Smp_149380		973.408907422443	-0.230676377899335	0.16939217003036	-1.36178890593343	0.17326451373879	0.258549333859073	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.258549333859073	-0.230676377899335	0.5874565768310003	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_029240	Writers	PRMT1	PRMT1 | Smp_029240		11423.8059699232	0.191206525901221	0.169343606944054	1.1291038932718	0.258854009150589	0.360436160151915	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.360436160151915	0.191206525901221	0.4431716456433945	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_034000	Erasers	Smp_034000	Smp_034000		5261.5773278667	0.202227459339197	0.194860239000889	1.03780771478103	0.299359584411305	0.406315241754373	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.406315241754373	0.202227459339197	0.3911368860524635	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_070340	Writers	Smp_070340	Smp_070340		4500.55093089513	0.212559465654109	0.206853859652155	1.02758278724675	0.304146124405111	0.412125221618525	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.412125221618525	0.212559465654109	0.3849708063087806	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_160810	Erasers	Smp_160810	Smp_160810		2978.31204166108	-0.168509858590185	0.179092664890438	-0.940908767499063	0.346751614231482	0.45701546043408	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.45701546043408	-0.168509858590185	0.3400691078784284	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_043580	Writers	Smp_043580	Smp_043580		1578.01657255372	-0.131109093585261	0.150617522732583	-0.870477028214316	0.384039767699129	0.495414337820152	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.495414337820152	-0.131109093585261	0.3050314286220671	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_179650	Grupo HP1; Readers	Smp_179650	Smp_179650		19222.6291106233	0.134447855581905	0.164370004013135	0.817958583070673	0.413380837043097	0.525028536184782	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.525028536184782	0.134447855581905	0.27981709131635524	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_070170	Writers	Smp_070170	Smp_070170		2067.50396203447	-0.190381120814907	0.238792098234931	-0.797267255583993	0.425295833109354	0.537371855753149	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.537371855753149	-0.190381120814907	0.26972508299250275	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_165000	Writers	Smp_165000	Smp_165000		4224.12638846006	-0.170797227582151	0.217931742028484	-0.783718911216835	0.433205063440814	0.545253344158432	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.545253344158432	-0.170797227582151	0.26340166211771726	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_132170	Erasers	Smp_132170	Smp_132170		2212.38725938966	-0.14748458985258	0.204003547988859	-0.72295110210845	0.469709926193445	0.581330635857981	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.581330635857981	-0.14748458985258	0.23557678932043954	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_150560	Erasers	Smp_150560	Smp_150560		1710.56171763612	0.146761565750192	0.203291142893745	0.721927987914856	0.470338752806839	0.581814566422416	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.581814566422416	0.146761565750192	0.23521540987190093	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_150850	Readers; Writers	Smp_150850	Smp_150850		2849.62204563661	0.196925771980359	0.275654606012031	0.714393185114286	0.474984084825563	0.586153121576666	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.586153121576666	0.196925771980359	0.23198891782299116	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_156290	Erasers	Smp_156290	Smp_156290		4982.27006344466	0.164601368255283	0.240824462160675	0.683491065560704	0.494296593892563	0.604119703738307	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.604119703738307	0.164601368255283	0.21887699925601858	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_144180	Writers	Smp_144180	Smp_144180		2917.87617118486	-0.201126240105892	0.297199008249514	-0.676739270734832	0.498571395420965	0.608129088319776	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.608129088319776	-0.201126240105892	0.21600422271028502	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_130470	Readers	Smp_130470	Smp_130470		4406.54504313159	-0.147020802045942	0.311913414045857	-0.47135132836681	0.637389866956021	0.734860654810511	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.734860654810511	-0.147020802045942	0.13379500456771262	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_079650	Readers	Smp_079650	Smp_079650		7141.36997642743	0.123100554114237	0.265200397905069	0.464179371851101	0.642519239057774	0.739469705496668	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.739469705496668	0.123100554114237	0.13107961342520524	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_210650	Writers	Smp_210650	Smp_210650		2584.66291222506	0.0792167405291558	0.251578965061657	0.314878235188468	0.752854107449909	0.828806483163505	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.828806483163505	0.0792167405291558	0.08154686040878036	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_138030	Writers	Smp_138030	Smp_138030		6320.32292692495	-0.0864041399273087	0.306096724931103	-0.282277244053352	0.77773093299399	0.848291898158625	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.848291898158625	-0.0864041399273087	0.07145468082552575	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_062530	Writers	Smp_062530	Smp_062530		3786.4864984404	-0.0484721657368955	0.242087641446664	-0.200225692840974	0.84130407403387	0.898021032385703	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.898021032385703	-0.0484721657368955	0.04671349168226641	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_160700	Writers	Smp_160700	Smp_160700		2877.4654408921	-0.0357764709099178	0.242757774512776	-0.147375180802026	0.882835894451531	0.92588490655907	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.92588490655907	-0.0357764709099178	0.03344299555658005	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_074050	Readers	Smp_074050	Smp_074050		2224.11599618866	-0.0357648098574287	0.257215559592006	-0.139046058932666	0.8894137527645	0.929737643560964	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.929737643560964	-0.0357648098574287	0.031639584809752465	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_125340	Readers	Smp_125340	Smp_125340		2437.82035409337	-0.0410736127646105	0.296326625824349	-0.13860925473824	0.889758929688031	0.929956305236257	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.929956305236257	-0.0410736127646105	0.031537456650995443	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_006250	Readers	Smp_006250	Smp_006250		3422.78105474812	0.00812163787867023	0.227974120825772	0.0356252624168564	0.971581164608464	0.987831095824798	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.987831095824798	0.00812163787867023	0.00531730685177309	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_161400	Erasers	Smp_161400	Smp_161400		2441.58736390014	-0.0054690545512684	0.287081408640948	-0.0190505354462313	0.984800791254806	0.997439509751556	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.997439509751556	-0.0054690545512684	0.0011134328619547443	FALSE
smansoni_prjeb32839_primary	condition	condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	sporocyst_32d_mixed	sporocyst_5d_mixed	Smp_140390	Writers	Smp_140390	Smp_140390		6169.75930938339	-0.00172549290016842	0.107609920705125	-0.0160347009723821	0.987206707876771	0.99910047699229	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__sporocyst_32d_mixed_vs_sporocyst_5d_mixed	0.99910047699229	-0.00172549290016842	3.908336869054315e-4	FALSE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_055310	Writers	Smp_055310	Smp_055310		1119.11714353247	-2.96256082037102	0.143173556795457	-20.6920948719842	4.08092456324425e-95	3.83999305537579e-93	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	3.83999305537579e-93	-2.96256082037102	92.41566956105297	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_162940	Erasers	Smp_162940	Smp_162940		1232.13731224705	-2.93666868345045	0.207599869151303	-14.1458118227914	1.98215912951328e-45	3.33862465428863e-44	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	3.33862465428863e-44	-2.93666868345045	43.47643240386691	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_029240	Writers	PRMT1	PRMT1 | Smp_029240		11423.8059699232	-2.37378187976197	0.169629604987483	-13.9939126777848	1.69806848684364e-44	2.72862039610047e-43	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	2.72862039610047e-43	-2.37378187976197	42.56405687889439	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_140390	Writers	Smp_140390	Smp_140390		6169.75930938339	1.39303130439909	0.107511034381694	12.9571007516627	2.14191024289697e-38	2.63989088627075e-37	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	2.63989088627075e-37	1.39303130439909	36.578414023308135	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_043580	Writers	Smp_043580	Smp_043580		1578.01657255372	1.88691702147808	0.150120905479125	12.5693154824494	3.11408428934659e-36	3.57261768529259e-35	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	3.57261768529259e-35	1.88691702147808	34.4470134562441	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_027300	Readers; Writers	Smp_027300	Smp_027300		1296.29458990007	-1.72190824413906	0.161056790790304	-10.6913110319017	1.11779600199798e-26	8.61319029571044e-26	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	8.61319029571044e-26	-1.72190824413906	25.064835957583085	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_078900	Writers	Smp_078900	Smp_078900		2009.81033749387	-1.95558794712526	0.201338311630556	-9.71294499932855	2.65551414578444e-22	1.69185295772439e-21	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	1.69185295772439e-21	-1.95558794712526	20.77163738504635	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_150560	Erasers	Smp_150560	Smp_150560		1710.56171763612	-1.9445899485648	0.204906448583428	-9.4901354350156	2.30734288881184e-21	1.40683224360827e-20	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	1.40683224360827e-20	-1.9445899485648	19.851757686516116	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_078280	Readers	Smp_078280	Smp_078280		1064.43362120423	-1.4920920042241	0.197963480387088	-7.53720838463	4.80138758797327e-14	1.98506036907082e-13	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	1.98506036907082e-13	-1.4920920042241	12.70222628106426	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_160700	Writers	Smp_160700	Smp_160700		2877.4654408921	1.80913053981352	0.242639481682112	7.4560435394587	8.91592927502555e-14	3.62791201186695e-13	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	3.62791201186695e-13	1.80913053981352	12.440343254474136	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_070340	Writers	Smp_070340	Smp_070340		4500.55093089513	-1.54208423561698	0.207264052228618	-7.44019148055647	1.00539461142785e-13	4.07572148609484e-13	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	4.07572148609484e-13	-1.54208423561698	12.38979550110939	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_160810	Erasers	Smp_160810	Smp_160810		2978.31204166108	1.24706020209105	0.179046571321536	6.96500465150796	3.28392900410163e-12	1.21960262748154e-11	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	1.21960262748154e-11	1.24706020209105	10.913781648672428	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_025550	Writers	Smp_025550	Smp_025550		3109.91939540225	-0.898214327130979	0.134990173444348	-6.65392379469222	2.85380476282063e-11	9.9883166698722e-11	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	9.9883166698722e-11	-0.898214327130979	10.00050769721797	FALSE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_171150	Writers	Smp_171150	Smp_171150		2852.5025064119	-0.854413056245537	0.130545621200722	-6.54493845436471	5.95198922928328e-11	2.04300829876416e-10	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	2.04300829876416e-10	-0.854413056245537	9.689729869246083	FALSE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_161400	Erasers	Smp_161400	Smp_161400		2441.58736390014	-1.86117221955431	0.288010542221387	-6.46216699291399	1.03214103038203e-10	3.47216642259146e-10	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	3.47216642259146e-10	-1.86117221955431	9.459399467055169	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_121610	Writers	Smp_121610	Smp_121610		1473.81819604994	-0.728231873016687	0.146957077593346	-4.95540524446071	7.21796920912723e-07	1.81955297992063e-06	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	1.81955297992063e-6	-0.728231873016687	5.740035294542047	FALSE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_159100	Readers	Smp_159100	Smp_159100		5410.19369593177	-1.14905462766113	0.241403275911442	-4.7598965810334	1.93692182086507e-06	4.68944011355408e-06	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	4.68944011355408e-6	-1.14905462766113	5.328879005922213	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_019170	Erasers	Smp_019170	Smp_019170		4714.66907905883	-0.953705740401795	0.223909815661516	-4.25932975552759	2.05040795936243e-05	4.55201730724154e-05	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	4.55201730724154e-5	-0.953705740401795	4.3417960953772186	FALSE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_144550	Readers	Smp_144550	Smp_144550		2174.17282964795	-1.09427502924395	0.260336881800744	-4.20330389484145	2.6304705187491e-05	5.77947563908367e-05	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	5.77947563908367e-5	-1.09427502924395	4.238111562510751	TRUE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_132170	Erasers	Smp_132170	Smp_132170		2212.38725938966	0.855394127564156	0.204036992565972	4.19234824433896	2.76081759796335e-05	6.04550481397838e-05	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	6.04550481397838e-5	0.855394127564156	4.21856742867062	FALSE
smansoni_prjeb32839_primary	condition	condition__cercaria_mixed_vs_sporocyst_32d_mixed	cercaria_mixed	sporocyst_32d_mixed	Smp_034000	Erasers	Smp_034000	Smp_034000		5261.5773278667	0.767802825897968	0.194844865289961	3.94058537162554	8.12830160560523e-05	0.00016909770304518	protein_coding	DEGs_all_results.tsv	.	.	unknown	. | condition__cercaria_mixed_vs_sporocyst_32d_mixed	1.6909770304518e-4	0.767802825897968	3.771862291642818	FALSE
