	PRJNA597909__adult_control_r1	PRJNA597909__adult_control_r2	PRJNA597909__adult_control_r3	PRJNA597909__adult_control_r4	PRJNA597909__adult_control_r5	PRJNA597909__adult_pzq_r1	PRJNA597909__adult_pzq_r2	PRJNA597909__adult_pzq_r3	PRJNA597909__adult_pzq_r4	PRJNA597909__adult_pzq_r5	PRJNA597909__juvenile_control_r1	PRJNA597909__juvenile_control_r2	PRJNA597909__juvenile_control_r3	PRJNA597909__juvenile_control_r4	PRJNA597909__juvenile_control_r5	PRJNA597909__juvenile_pzq_r1	PRJNA597909__juvenile_pzq_r2	PRJNA597909__juvenile_pzq_r3	PRJNA597909__juvenile_pzq_r4	PRJNA597909__juvenile_pzq_r5
Smp_000160	463.308650287793	437.321437870172	539.615609424001	421.692922336789	392.480567656294	456.455372529148	472.392759152768	397.583028824111	397.468292900433	375.200353658055	303.264295393652	364.709823425244	386.890875566884	445.145946362531	372.997257194124	331.336237124755	423.1938851687	298.179537808218	286.482791033679	265.659902906503
Smp_000180	530.048309723822	548.059484369486	474.899804413715	408.121196100663	399.806871585878	181.386196070535	145.766908538568	120.834057779877	166.05342014507	134.601023733831	106.036466920857	94.7584435485529	161.475463471893	223.60340361266	139.873971447797	67.7033797220862	114.107251760147	51.3755284737133	30.2109125090062	66.6838622680292
Smp_000190	1825.18459935922	2260.74537302413	2752.32511896686	2795.77560464207	2991.2252329645	1688.28690188729	1651.12516770539	1856.36193605375	1679.08272178605	1856.65287112854	3720.81962425289	3479.61819449221	3460.34332124667	1782.64464631291	2146.6769229141	2418.85711188908	2191.30236875311	2051.99904903831	2099.13754157405	2572.70642814719
Smp_000200	1523.40526973544	1487.45596357129	1645.494512688	1593.708423728	1474.68031954058	1884.62250972188	1920.16409148954	1813.48533490605	1770.05879771659	1854.97035833186	1211.9968169054	1272.6279337044	1325.39927400084	1236.5165176737	1217.09782100062	1185.83495392018	1363.74783414312	1296.47657148371	1225.10459002039	1372.39690732266
Smp_000230	1242.9052518159	1125.21116739557	1304.78483336914	1315.48803588741	1321.8745518664	1692.27341169104	1467.5668384346	1481.19167601139	1616.37105779509	1533.61041416734	1374.23261129431	1508.42220020894	1542.14486255371	1287.00760881204	1391.94028531037	1559.22935117532	1596.39368724633	1454.63261011847	1451.16555603605	1552.0131169801
Smp_000240	5963.04348439299	6183.49990155915	5155.37523148115	5877.52686925967	5665.32616726272	6407.31788207401	6891.5355092401	7118.4902587258	7347.86384141934	7123.75918111303	8889.03702197548	8588.86124954616	7942.64209252014	7966.2576651128	8361.35518210162	8113.12167003	7028.12043850847	7385.98774057384	8023.60166015053	8033.25431096629
Smp_000260	48990.7789918094	44542.0330592961	48922.2934787315	47733.6999904908	49432.6658425984	54039.1336447063	55009.0120586752	55859.4410815796	52065.6965813374	54297.2117178293	39527.213774088	38265.8835581127	40126.1108087939	36554.5195537287	35196.7594125758	51300.6972712353	53989.3476434854	51442.0144517381	49545.8965147701	49592.358150267
Smp_000270	2198.53979562454	3206.7110583742	3289.08561934629	2848.12369155284	3458.01545476372	1628.48925483107	1524.25396953293	1674.13638117603	2110.11500386474	2325.23268500194	21.2072933841715	2.20368473368728	2.16745588552876	5.15215215697374	2.9140410718291	1.02580878366797	2.21567479145916	1.00736330340614	4.16702241503533	9.67991549052037
Smp_000280	10597.097228712	15663.8028315258	15082.589379456	13209.1672638186	16723.8586415465	2910.15215673606	3432.72071651011	3015.97910345741	4383.63363925522	4664.7667287756	110.277925597692	20.9350049700291	21.6745588552876	66.9779780406586	19.4269404788607	13.3355141876837	31.0194470804283	16.1178128544983	20.8351120751767	100.025793402044
Smp_000300	1213.88800858284	1003.21162464209	1025.935850016	1031.45119394562	970.211963246359	978.688156820139	994.274283550112	1053.40013274231	890.32897609697	805.923629606316	1290.46380242683	1296.86846577496	1427.26970062069	1561.10210356304	1478.3901704413	1487.42273631856	1730.44201212961	1580.55302304424	1389.70197541428	1359.4903533353
