	PRJNA597909__adult_control_r1	PRJNA597909__adult_control_r2	PRJNA597909__adult_control_r3	PRJNA597909__adult_control_r4	PRJNA597909__adult_control_r5	PRJNA597909__adult_pzq_r1	PRJNA597909__adult_pzq_r2	PRJNA597909__adult_pzq_r3	PRJNA597909__adult_pzq_r4	PRJNA597909__adult_pzq_r5	PRJNA597909__juvenile_control_r1	PRJNA597909__juvenile_control_r2	PRJNA597909__juvenile_control_r3	PRJNA597909__juvenile_control_r4	PRJNA597909__juvenile_control_r5	PRJNA597909__juvenile_pzq_r1	PRJNA597909__juvenile_pzq_r2	PRJNA597909__juvenile_pzq_r3	PRJNA597909__juvenile_pzq_r4	PRJNA597909__juvenile_pzq_r5
Smp_040270	3156.10882231538	3317.44910487352	3172.02614851886	3147.67107776449	3269.6247822887	2897.19599987387	2973.82489333314	3005.25995317048	2890.0361208227	3238.83713359532	2844.9584074866	2778.84644917966	2623.70534943256	2944.97017292619	3027.68867363043	2997.41326587782	2655.48623756381	2827.66879266104	3137.76787852161	3029.81354853287
Smp_040280	1995.41909299315	2001.73095917828	1927.19860508572	1982.44143949134	1992.75466884689	2045.07952932274	2106.42180795549	2242.25134638304	2232.88854322732	2288.21740347513	1566.15861642106	1470.95955973626	1484.7072815872	1575.52812960257	1536.67099187788	1810.55250317397	1866.70601180435	1821.31285255831	1806.40421691782	1854.24158951746
Smp_040350	248.581050363179	311.568063031968	256.008110996572	300.516795228517	234.441725746693	284.038823517047	269.938719515867	333.268127102563	378.036509691967	311.264867384485	395.516021614798	456.162739873266	397.728154994527	385.380981341636	353.570316715264	424.684836438541	305.763121221365	318.326803876341	321.902481561479	396.876535111335
Smp_040360	1548.55354720408	1599.13246809179	1533.19355693486	1507.43102122691	1416.06988810391	1464.04572542646	1439.67317075129	1484.1150806351	1467.09963223915	1429.29462077362	1214.11754624382	1204.3137069601	1062.05338390909	1237.54694810509	1252.06631386257	1263.79642147894	1176.52331426482	1246.1084063134	1414.7041099045	1345.50825318233
Smp_040460	2137.60358483512	2128.42279203766	2128.00794122057	2134.63865513933	2085.90339023732	2205.53654892359	2295.37891161659	2338.72369896536	2398.05870049928	2497.69024666091	2625.46292096043	2521.01533533825	2471.98343744555	2454.48528758229	2454.59392950404	2376.79895175869	2234.50802718657	2275.63370239448	2366.86873174007	2371.57929517749
Smp_040500	3074.86054126283	3043.41936268877	2814.18581493257	3014.86204245383	2997.504922047	2532.43035283093	2621.10496649907	2542.38755441692	2404.24154061106	2525.45170780601	3769.59639903648	3499.4513570954	3318.37496074453	3578.68488823396	3547.35933143995	3481.5950117691	3162.87576480796	3336.38726088115	3434.66822559287	3343.87302889198
Smp_040510	1907.40012185288	1984.83871479703	2146.09029850286	2207.3443314043	2383.14200680902	1455.07607836803	1477.46459148351	1453.90656619013	1346.97588149591	1486.5000558605	2033.77943554205	2385.48872421648	2275.8286798052	1686.8146161932	1817.39028179741	2429.11519972576	2404.00714873319	2136.61756652443	1962.66755748164	2124.20367708641
Smp_040550	1327.05525719176	1092.36513665425	1168.69130224457	1121.60623251417	1057.08099555428	1061.40823524791	1109.44813721022	1009.54906338671	953.923902961039	1032.22160075882	869.499028751031	824.178090399042	826.884420329222	974.787188099432	892.667915003647	772.434014101984	865.221006064803	861.295624412252	856.323106289761	789.450885560216
Smp_040560	518.441412430599	490.813545077468	512.016221993144	489.551553517422	526.447268082976	613.922509777195	627.157625008532	622.685184849526	597.085702223761	645.243657524054	513.21649989695	598.300405196096	535.361603725604	595.588789346165	528.41278102501	555.988360748041	535.085462137388	598.373802223249	607.3435169914	525.94207498494
Smp_040570	8953.75402027996	8192.73852490688	8164.66016445944	8230.28255319389	7975.20513477589	8508.20854864922	8622.74249706853	8569.47342029223	7964.38132685156	8388.16754781271	5183.06250309151	5125.77069055661	5325.43911074416	5440.67267776427	5271.50029893884	5412.16714263223	5820.57767716322	5507.25517972138	5683.81857410819	5286.30940398973
Smp_040610	231.170704423346	238.368337379879	246.491080848	220.055846828623	234.441725746693	283.04219606611	270.838515247587	267.978757173114	236.714449994036	264.154509077644	197.227828472795	187.313202363419	209.159492953525	166.929729885949	179.699199429461	156.9487439012	201.626406022784	160.170765241577	170.847919016449	171.011840332526
Smp_040710	414.9465782327	462.659804442049	396.860157195429	389.702424780205	379.921189491293	395.661098021991	383.312981712532	404.404306279426	363.904303722174	367.629046073027	458.077537098104	428.616680702175	496.347397786086	443.085085499742	454.590407205339	390.833146577498	393.282275484002	408.989501182894	414.618730296016	389.347711952041
Smp_040720	1385.08974365787	1424.57927615219	1391.38980772114	1304.82453670188	1428.62926626891	1423.18399993804	1293.00646648101	1245.37036969905	1257.76633131159	1361.99410890671	1222.60046359749	1173.46212068848	1295.05489160343	1165.41681790746	1112.19234241477	1082.22826676971	1022.5339162584	897.560703334873	940.705310194226	973.369279880103
Smp_040770	1853.23460115117	2081.49989097863	1930.05371413029	1935.90980668177	2079.62370115482	1674.33411757417	1694.31536282793	1784.25128866899	1654.35136133891	1731.30566777641	1976.51974340478	1888.55781677	1843.42123064221	1885.68768945239	1839.7312633481	1820.81059101065	1773.64767056306	1688.3408965087	1727.23079103215	1743.46033445928
Smp_040790	8516.56088890192	10198.2233161699	9174.41706322287	9872.4614277652	10606.3948603437	7400.9554506582	7525.89150010239	7139.92855929965	6671.28448061549	7199.47225696331	8707.71466354081	7916.73740577154	7631.61217294676	8040.44865617322	8272.96260292281	9029.1689138455	7672.88180282308	7930.97128771656	8421.55230078641	8101.01371939993
Smp_040800	6436.99179053291	6471.6065140616	6534.39290000915	6473.71341463237	6149.90884146235	6162.1475291435	6322.86460679334	6408.10293516508	5556.60673474805	5968.71414619709	6962.3544180235	6877.70005383799	6553.30286989621	6267.07788374286	6286.55793895931	8129.53461056869	7627.46046959817	8281.5337173019	8206.95064641209	7516.99215147187
Smp_040960	719.627632179787	804.258524151797	695.694903860572	677.616902789462	736.816852346749	699.632470557778	745.030865863794	739.621369797794	680.995675169408	741.146886934409	647.882812886439	603.809617030314	649.153037715864	671.840641269376	689.656386999553	652.414386412831	712.339445454121	666.874506854867	620.886339840265	636.723330043117
Smp_040970	10106.7058180734	9487.81059413614	9758.76271434515	9993.63755487348	10048.5491468482	10275.2290191605	10803.8473507567	11146.9418301936	10566.4737510397	10707.5114380263	11733.9954294621	12034.3223306662	11291.3614356621	10658.7723823473	10552.7140681171	11258.251400756	10392.6226093392	11695.4879525453	11784.3393897199	11470.6998562666
Smp_040990	251.482774686485	259.014413845853	209.374663268572	249.138117334609	223.975577275858	183.379450972409	162.86302744124	167.608531759184	163.403631525734	160.679972082261	221.616215864592	186.211359996575	169.061559071243	224.633834044055	188.441322644948	194.903668896915	193.871544252677	179.310668006293	190.641275487866	176.389571160593
Smp_041050	1757.47769848209	1759.60878971368	1701.64499056457	1800.1925443205	1843.08874571396	1939.43701952341	1991.24795429538	2011.30238111021	2027.08829379221	2073.69702189934	1771.86936224753	1835.6693831615	1665.68984802885	1655.90170325136	1613.40740676938	1780.8040484476	1680.58932932178	1807.20976631062	1858.49199710576	1810.14419672731
Smp_041060	2471.30188201526	2440.92931309081	2437.31142104915	2505.92230859908	2454.31181641069	2271.31396068544	2337.66931100741	2510.23010355615	2429.85616393131	2427.02470920065	3619.02461600886	3399.18370171263	3393.15218879527	3562.19800133164	3465.76618142874	3343.11082597392	3173.95413876525	3335.37989757774	3287.78068546288	3247.07387398678
Smp_041100	675.134525889101	607.182339703866	665.240407385144	654.351086384673	611.223070696735	842.15019604177	759.427597571307	839.017127003822	835.566677964021	870.700372278222	546.087804642416	582.874612060285	552.701250809834	542.006406913638	547.83972150387	606.252991147772	656.947575667642	624.565248111809	571.923826463599	579.719383265608
Smp_041190	3306.99848712727	3130.69595865857	3130.15121586515	3073.99599248267	3033.08982684784	3247.01223515276	3368.83521955803	3551.93661780363	3362.58175793766	3267.43985113876	2817.38892608718	2835.04040988868	2740.74796725112	3442.66807128985	3312.29335164574	3426.20133745103	3330.15921156312	3406.90269211958	3435.70998119663	3207.27866585908
Smp_041370	2046.68288937155	1756.79341565013	1722.58245689143	1885.50053780473	1762.49940248853	1899.57192148593	1898.56899392827	1927.49811523061	1962.61010405503	1847.39905074684	3389.98584745981	3698.88482549409	3329.21224017218	3344.77718030735	3252.06983616127	2850.7226098133	2748.54457880509	2490.20208601999	2499.17169341744	2696.39423719273
Smp_041390	2288.49324964701	2235.40700645225	2047.11318495772	2110.40342971768	2091.13646447273	1986.27850971745	1998.44632014914	2015.20025394182	1906.08128017585	2045.93556075424	2139.8159024629	2134.26866457613	1912.77981897913	2043.34354545579	1962.12098836493	2033.15300922992	2009.61703585346	2098.337760995	2166.85165581837	2117.75040009273
Smp_041430	6973.81079034444	7121.95792273978	6858.92362807544	6838.21120497405	7309.55809203082	4461.90109784497	4742.82330189379	4548.81759448762	3918.15410512516	4297.97893910091	6688.78033336769	6146.07672225382	6090.55103833582	6628.75896516242	6349.6954955156	4703.33327311766	4082.38080326351	4094.93182834597	4228.4859956571	4458.13885646743
Smp_041450	4535.39511732664	5039.51957373997	4608.14599793829	4665.76559817694	4817.56814112512	4021.39176453082	4024.78630798158	4248.68138645373	4031.2117528835	4184.40932532549	4582.89610031946	4229.97284631273	4149.59429284481	4561.71551978455	4585.72930003506	4533.04901502877	3990.43029941795	4406.20708909847	4419.12727114497	4624.84851213751
Smp_041460	1175.19835093877	1305.39510746225	1673.09390011886	1493.85929499079	1497.70584617642	3364.61427436333	2988.22162504065	3268.36636930409	3534.81801819452	3841.17671480421	973.414766333471	960.806543887653	1000.28089117152	707.905706368192	741.137779268534	1453.57104645752	1511.09020777515	1537.23640099777	1598.05309616605	1273.44666008623
Smp_041480	3261.53813939549	3242.37246317907	3103.50353144915	3222.31557206319	3225.66695871119	3119.44392143283	3044.00896040727	3082.24294159476	2608.27526429995	2802.2250628587	3519.35033710326	3455.37766242165	3502.60871101448	3459.15495819217	3453.13867011748	4448.932694768	3992.64597420941	4105.00546138003	4129.51921330001	3847.22863439904
Smp_041490	771.858669999288	753.581791008044	733.763024454858	738.689670852031	739.956696887999	749.463843104628	795.419426840089	783.472439153394	778.154591211736	886.684243846615	838.748453343982	850.622307203289	872.400993925326	747.062062761192	795.533212609344	892.453641791137	845.279932941671	848.199901467972	910.49439768522	820.641724363004
Smp_041500	2252.70531632624	2137.80737224947	2049.96829400229	2155.96565351039	2163.35288892149	2058.03568618492	2244.9903506403	2213.99176835387	2027.97155666532	2241.10704516829	1965.9160967127	1939.2425656448	1741.55080402236	1884.65725902099	1922.29576038326	1719.25552142752	1721.57931296377	1974.43207467604	2119.97265364923	1980.08049089422
Smp_041540	1841.62770385795	2657.71311598354	2497.26871098515	2335.30632163063	2572.57929413112	1135.15866661725	1185.93077440638	1249.26824253066	1240.98433672246	1348.53400653332	606.528590787304	521.171439517041	534.277875782839	455.450250676479	408.937097080017	319.02653172074	261.449625392181	280.046998346908	309.401414316373	416.236366092376
Smp_041550	1964.46736687789	1786.82407232791	1872.95153323886	1680.95523524596	1767.73247672395	1387.30541170431	1418.07807319002	1334.04697661816	1156.1911009037	1254.31328991964	2074.07329297197	1999.8438958212	1998.39432645752	1803.25325494081	1753.28137821717	1957.24315923849	2103.78321449048	1897.87246361717	1838.69864063434	1984.38267555667
Smp_041570	54.1655207017044	59.1228553343795	64.7158050102858	50.4092688770415	52.3307423541725	61.7909019580943	67.4846798789669	58.4680924741339	55.6455610060606	52.1578966968597	82.7084441982688	69.4160691111492	82.3633236500929	94.7995996883168	100.048743466132	100.529260799461	89.7348290540961	75.5522477554607	126.052428054819	97.874701070817
Smp_041600	2990.71053588696	3173.86502763288	3059.72519276572	3138.9463966127	3083.32733950784	2512.49780381219	2365.56297869072	2596.95777405945	2536.73097157787	2492.64270827089	2468.52894991756	2462.61768989553	2436.22041533433	3411.75515834801	3336.57702724432	3027.16172060419	2966.78854576382	2971.72174504812	2978.3792711465	2767.38028412321
Smp_041630	1711.0501093092	1487.45596357129	1697.83817850514	1622.79069423399	1496.65923132933	2080.95811755647	2081.22752746734	2165.26835795876	2017.37240218797	2195.67919965813	1114.44326733821	1102.94420921048	1330.81791371466	1488.97197336541	1430.79416626809	1479.21626604922	1676.15797973886	1600.70028911236	1542.84004916683	1459.51614673735
Smp_041650	3182.22434122513	3760.40129087077	3061.62859879543	3447.21846397615	3879.80123813835	2798.52988223111	2859.55083540476	2689.53225381016	2940.38210459009	3078.99841791139	2639.24766166014	2485.75637959925	2307.25679014537	2724.45806060771	2746.9693837109	2600.42526659831	2079.41079178442	2416.66456487134	2693.97999132034	2586.68852830016
Smp_041700	180.874149486049	188.630062257306	272.187062249143	231.688755031018	257.467252382529	345.829725475141	251.942804881476	238.744710936047	274.694753537855	296.122252214429	182.382723103875	226.97952756979	216.745588552876	192.690490670818	224.38116253084	234.910211459966	260.341787996452	286.091178167345	245.854322487085	225.864694778809
Smp_041730	1446.02595444729	1480.88675742303	1447.54028559772	1480.28756875466	1479.913393776	1745.0946665907	1787.89411892676	1662.44276268121	1667.60030443559	1866.74794790857	1754.90352754019	1697.93908730605	1713.37387751048	1581.71071219094	1441.47898353146	1653.60375927277	1639.59934567978	1564.43521018974	1508.46211424279	1600.4126944327
Smp_041740	7624.764280206	8586.89089380274	7376.65006815772	8084.87120066396	7711.45819331086	6616.60964677078	6742.16941777465	6986.937050659	6645.66985729524	6977.38056780249	7860.48329284316	7725.01683394075	7369.35001079778	8947.2274358006	9114.14912565747	8538.83231525221	7049.16934902733	7836.27913719639	8135.06950975273	8452.7173155555
Smp_041750	1412.17250400872	1392.67170343205	1370.45234139429	1481.25697777153	1316.64147763098	1784.95976462818	1987.6487713685	1949.91088401237	1942.29505797345	1962.65117731893	1610.69393252782	1723.28146174345	1694.95050248349	1803.25325494081	1842.64530441993	1835.171913982	1801.3436054563	1808.21712961403	1816.82177295541	1977.92939856299
Smp_041760	2805.96742063651	2806.92794135126	2759.93874308572	3022.61731458876	2749.45720328822	3622.74078415601	3664.86801529376	3524.65150798237	3988.81513497412	3723.40081903711	4520.33458483615	4848.10641411201	4732.63992605205	4543.16777201944	4445.85532858726	4433.54556301298	4306.16395720088	4458.58998087559	4017.00960809406	4332.29995509067
Smp_041770	8582.33330689684	7346.24938980195	8178.9357096823	8574.42275418139	8106.03199066132	10098.8259603447	10661.679625145	11340.8610035662	10351.8408728735	10087.5054724523	10228.2775991859	10648.2046331769	10056.9953088534	10241.4480576324	10123.3786835343	10286.8104826224	9767.80231814772	10451.3942728387	10501.9382414928	10694.1555246938
Smp_041830	3516.88987984638	3524.84832755444	3427.08255650058	3637.22263128192	3646.40612723874	3258.97176456401	3200.57341772647	3222.56636353268	3068.45522119134	3196.7743136785	3322.12250863046	3095.07520846378	2968.33083523164	2260.76436648008	2483.73434022233	2726.59974698947	2729.71134307769	2831.69824587467	3050.26040780586	2941.61876295258
Smp_041880	112.200007167816	121.061084732301	95.1703014857144	120.206718091407	114.081018332096	50.8279999977873	62.0859054886495	62.3659653057428	78.6103957069745	78.2368450452895	1.06036466920857	3.30552710053092	0	2.0608608627895	0.971347023943033	1.02580878366797	1.10783739572958	1.00736330340614	1.04175560375883	1.07554616561337
Smp_041890	1575.63630755494	1567.22489537165	1537.00036899429	1645.08710162191	1714.35511952269	1644.43529404606	1799.59146343912	1734.55341006597	1761.22616898547	1799.44743604166	1570.4000750979	1465.45034790204	1480.37236981614	1528.12832975841	1481.30421151312	1570.51324779567	1566.48207756163	1612.78864875324	1603.26187418484	1601.48824059831
Smp_041980	5461.04517646113	6238.86892480881	4852.73367275658	5670.0733396503	5943.72571658692	3836.01905865653	4102.16874090947	4075.22604544713	3754.75047359942	4183.56806892715	5306.0648047197	5097.12278901867	4756.48194079286	5292.29069564343	5313.26822096839	4635.62989339557	3930.60708004856	4329.6474780396	4562.88954446369	4703.36338222728
Smp_042020	8228.32293945356	7246.7728395568	7170.13051393372	6602.64481387557	5825.45823886648	4418.04949000374	4103.96833237291	3988.49837494383	3289.27093946936	3506.35666826631	2457.92530322547	2601.44982811783	2787.34826878999	3490.06787113401	3033.51675577409	2092.64991868267	2612.28057913035	1796.12876997315	1512.62913665783	1269.14447542378
Smp_042030	1376.38457068795	1391.73324541087	1320.96378462172	1343.60089737653	1241.28520864097	1305.58196072748	1302.90421952992	1230.75334658052	1280.73116601251	1318.24877619321	944.78492026484	870.455469806475	993.778523514937	1101.53013116099	1032.54188645144	969.389300566235	1087.89632260645	1000.3117602823	869.865929138626	963.689364389583
Smp_042050	1043.65351494891	1140.22649573446	1096.36187311543	1066.3499185528	1141.85679816804	1295.61568621811	1325.39911282291	1394.46400550809	1530.69455910322	1272.82093068304	982.958048356348	1056.66682980305	1149.83534727301	1067.52592692496	978.146453110634	1120.18319176543	1095.65118437656	1042.62101902536	986.542556759615	1072.31952711653
Smp_042060	3087.43467999715	3076.2653934301	3063.53200482515	2723.06992837711	3033.08982684784	3128.41356849126	3240.16442992213	2999.41314392307	2451.93773575911	2941.87362498255	1667.95362466509	1675.90223996917	1757.80672316382	1387.98979108873	1392.91163233431	2337.81821797931	2562.42789632252	2780.32271740095	2731.48319305566	2943.7698552838
Smp_042080	852.139709610743	797.689318003533	828.933325940572	791.037757762805	907.415072421352	948.789333292029	1008.67101525762	924.770329299218	987.487892139298	1013.71395999542	761.341832491756	717.299380815209	804.12613353117	701.723123779824	718.796797717844	685.240267490206	762.192128261952	691.051226136614	738.604723065013	747.504585101295
Smp_042090	9066.92126888888	11041.8970772113	9941.48969319773	9911.23778843985	11183.0796410867	7515.56760751596	7817.42531717952	7831.80098691024	7898.13661136816	8412.56398336447	7965.45939509481	7592.79574991951	6965.11948814667	8799.87588411115	8712.982804769	7809.48227006428	6183.94834296253	7373.89938093297	8266.33071582634	7849.3359166464
Smp_042110	2060.22426954697	2178.16106716024	2020.46550054172	2044.48361657078	2166.49273346274	1639.45215679137	1578.24171343611	1605.92360662288	1589.87317160173	1652.22756633278	2569.26359349238	2320.4800245727	2284.49850334731	2393.68989213	2288.49358840978	2062.90146395629	1915.45085721645	1937.15963245001	2056.42556181994	2012.34687586262
Smp_042120	758.317289823862	727.304966414986	872.711664624001	716.393263464109	885.436160632599	968.721882310769	797.219018303529	696.744768650096	786.987219942857	739.464374137737	753.919279807296	796.632031227951	707.67434662514	784.157558291403	831.473052495236	772.434014101984	836.417233775834	880.435527176969	896.951574836355	795.904162553897
Smp_042140	4275.20716967024	4757.98216738578	4951.71078630172	4699.69491376725	4840.59366776096	3788.18094101156	3777.34248175871	3668.8728027519	3397.91227286215	3523.18179623304	2732.5597525505	2649.93089225895	3027.93587208368	2997.52212492732	2877.12988491926	2614.78658956966	2954.60233441079	2689.6600200944	2317.9062183634	2288.76224042526
Smp_042150	388.831059322949	370.690918366348	269.331953204572	243.321663233412	273.166475088781	465.425019587582	496.687243909196	411.225583734742	203.150460815777	346.597636114616	166.477253065746	219.266631001884	253.592338606865	235.968568789397	218.553080387182	407.246087116185	439.811446104644	411.004227789706	387.533084598286	486.146866857245
Smp_042160	157431.118678063	145888.930140656	140034.533309095	142898.64435821	136812.446195902	98795.6792113853	108831.193547212	107197.349678493	95872.8852990769	98268.0011460787	102249.904687114	96748.3708630725	92564.454775334	81709.011487878	80025.3959145707	69233.8864273189	62531.8818019562	65651.8812095851	71065.4420216163	72748.867095923
Smp_042210	377.224162029727	404.47540712885	394.005048150858	425.570558404254	352.709203467123	336.860078416708	377.914207322215	404.404306279426	461.063219764502	422.310711964896	211.012569172506	247.914532539819	252.508610664101	329.737738046319	319.573170877258	283.123224292361	338.998243093252	254.862915761754	261.480656543467	261.35771824405
Smp_042270	3577.8260906358	3682.50927511278	3334.76736405943	3470.48428038093	3332.42167311371	3698.48447042723	3900.61449700429	4128.82179688176	3988.81513497412	4055.69709638001	4331.58967371703	4180.38993980477	3917.67651309323	3727.0668703548	3723.17314277364	3973.98322792973	3574.99127601936	4017.3648539837	4390.99986984348	4315.09121644086
Smp_042280	984.651787041698	1014.47312089626	888.890615876572	939.357337343331	1047.66146193053	857.099607805825	907.893893305034	853.634150122355	823.200997740452	873.224141473231	674.391929616653	634.661203301936	663.241500971801	679.053654289139	718.796797717844	708.83386951457	730.064843785794	709.183765597925	755.272812725154	703.407192311146
Smp_042300	7314.2797776123	6526.97553731126	6152.75999105144	6486.31573185163	6054.66689037776	5170.50321546118	5289.89910677928	5434.60919547075	5379.07089725252	5410.11989770169	13233.351071723	12598.4656224902	12272.1352238638	9746.84145056292	9498.80254713891	8940.94935845006	8265.57480953841	7846.35277023045	7929.84365581224	8815.17637336721
Smp_042340	610.329349335276	485.182796950384	602.428008404572	575.828956018512	506.56158598839	749.463843104628	743.231274400355	688.949022986878	571.471078903511	487.087454636803	866.317934743405	901.307056078096	978.606332316235	900.59619703901	904.324079290963	1022.73135731697	1147.71954197585	1016.4295731368	946.955843816779	1041.12868831375
Smp_042390	688.675906064527	808.950814257701	703.308527979429	747.414352003827	905.321842727185	763.416627417746	781.022695132577	799.06393047983	999.853572362867	912.763192195045	510.035405889324	487.014326144888	524.52432429796	503.880480952032	527.441434001067	699.601590461558	691.290534935259	709.183765597925	780.274947215366	536.697536641073
Smp_042400	4187.18819852997	4841.50493127086	4854.63707878629	4627.95864651916	5489.4948729527	3726.39003905346	3929.40796041931	3931.9792188855	3740.61826762963	3709.09946026539	2487.61551396331	2159.61103901353	2222.72601060974	2549.28488727061	2643.03525214899	3514.42089284648	3220.48330938589	3528.79365183172	3552.38660881762	3078.21312598548
Smp_042420	680.937974535713	701.966599843109	625.268880761144	699.913310177384	650.994434885906	617.909019580943	633.456195130569	579.808583701828	629.766428528908	620.847221972298	707.263234362119	707.382799513616	649.153037715864	688.327528171692	635.260953658743	674.982179653526	692.398372330989	724.294215149017	717.769610989836	613.061314399623
Smp_042430	161.529320664011	178.307024024319	166.5480276	177.401850086511	168.504990380436	190.355843128968	175.460167685314	176.378745630304	176.652574622415	160.679972082261	159.054700381286	188.415044730262	179.898838498887	106.134334433659	149.587441687227	176.439110790891	183.901007691111	169.237034972232	166.680896601413	136.594363032898
Smp_042440	524.244861077211	604.366965640324	849.87079226743	770.680168408615	814.266351030924	778.366039181801	765.726167693344	777.625629905981	744.590602033478	837.050116344764	934.181273572754	942.075223651311	1002.44834705705	532.732533031085	535.212210192611	652.414386412831	772.162664823518	694.073316046833	672.974120028206	788.375339394603
Smp_042530	249.548291804281	256.199039782311	222.698505476572	257.862798486405	234.441725746693	221.251294108015	194.355878051425	233.872369896536	251.729918836941	155.632433692243	262.970437963726	252.321902007193	229.750323866049	324.585585889346	311.802394685713	248.24572564765	254.802601017804	288.105904774157	248.979589298361	258.13107974721
Smp_042550	4832.33823974491	4944.73531360072	4451.11500048686	4607.60105716497	4369.61698657341	3739.34619591564	3807.03574090545	3924.18347322229	3360.81523219144	3713.30574225708	5253.04657125928	5433.18471090598	5115.19588984787	4632.81521955079	4747.94425303354	4692.04937649731	4332.75205469839	4376.99355329969	4448.29642805022	4693.68346673676
Smp_042560	1489.55181929687	1602.88630017651	1249.58605850743	1431.81711791135	1317.68809247806	1140.14180387193	1173.3336341623	1118.68950267176	1273.66506302761	1257.67831551299	1491.93308957646	1442.31165819832	1380.66939908182	1528.12832975841	1495.87441687227	1412.5386951108	1104.51388354239	1260.21149256108	1231.35512364294	1220.74489797118
Smp_042590	4763.66409742668	4634.10570858994	4068.53038851429	4583.36583174331	4281.7013394184	3275.91443122994	3462.41397565686	3143.6344386926	3161.19782286811	3342.3116705907	4784.36538746909	4486.7021177873	4286.14401363312	4136.14775161852	4202.04722557756	3201.54921382774	2971.21989534674	3197.3711250111	3354.45304410344	3452.50319161893
Smp_042630	485.555203433136	479.5520488233	445.397010953143	524.450278124605	474.116525728803	551.134980368164	556.973557934407	577.859647286023	577.653919015296	572.054350868784	608.649320125722	591.689350995034	585.213089092765	523.458659148532	551.725109599642	691.395120192214	641.437852127428	596.359075616437	609.427028198917	550.679636794047
Smp_042670	1933.51564076263	1833.74697338695	1693.07966343086	1851.57122221441	1801.22415183062	1687.29027443635	1833.78370124446	1892.41725974613	1911.38085741453	1875.16051189194	1512.08001829143	1556.90326435006	1499.8794727859	1728.03183344899	1685.28708654116	1679.24897886447	1505.5510207965	1662.14945062014	1568.8839392608	1474.57379305594
Smp_042680	2351.36394331863	2442.80622913317	2037.59615480915	2330.4592765463	2448.03212732819	1596.59717640108	1720.4094390478	1650.74914418638	1687.03208764406	1791.87612845663	1331.81802452597	1293.56293867443	1228.94748709481	1929.99619800236	1997.08948122687	1560.25515995899	1381.47323247479	1638.98009464179	1701.18690093817	1615.47034075129
Smp_042700	2854.3294926916	3328.71060112768	3100.64842240458	2986.74918096471	3046.69581985992	1859.70682344845	1933.66102746533	2040.53642734727	1658.76767570447	1890.303127062	1217.29864025144	1066.58341110464	1964.79876023182	2080.439040986	1628.94895915247	1495.62920658791	1646.24637005416	1489.89032573769	1327.19663918875	1429.40085410017
Smp_042740	831.827639347603	816.458478427146	778.493066153144	775.527213492946	778.681446230087	696.642588204967	704.540057936414	755.21286112423	635.949268640693	678.893913457512	1329.69729518755	1366.28453488611	1270.12914891985	1389.02022152012	1380.28412102305	1260.71899512794	1136.64116801855	1214.88014390781	1307.40328271734	1417.56984627843
Smp_042770	422.684509761515	545.244110305944	492.030458681143	555.471366664323	512.841275070891	400.644235276676	401.308896346923	343.987277389488	425.732704840019	331.45502094456	346.739246831204	363.607981058401	373.886140253711	399.807007381162	393.395544696928	325.181384422748	404.360649441297	419.063134216956	345.862860447933	330.192672843306
Smp_042780	1017.53799603916	1001.33470859973	951.703014857144	994.613651304703	975.445037481776	934.836548978911	1005.97162806247	994.932040268179	1044.89997889158	1076.80818987065	823.903347975062	841.80756826854	850.726435070038	887.200601430878	893.63926202759	831.930923554726	871.868030439181	897.560703334873	879.241729572455	815.263993534937
Smp_042790	582.279347543322	716.043470160819	647.158050102858	642.718178182279	744.143156276333	651.794352912802	544.376417690333	648.021358254984	627.999902782684	710.861656594297	643.641354209605	567.448818924474	577.626993493415	494.606607069479	505.100452450377	565.220639801053	505.173852452689	510.733194826915	491.708644974169	482.920228360405
Smp_042810	140.25000895977	196.137726426751	151.320779362286	154.136033681723	181.064368545437	142.517725483992	117.873240855262	176.378745630304	183.718677607311	146.378613310542	118.76084295136	109.08239431752	109.456522219202	161.777577728975	115.590295849221	157.974552684868	138.479674466198	120.883596408737	155.221584960066	157.029740179553
Smp_042910	1818.41390927151	2021.43857762307	2428.74609391543	2417.70608806426	2692.94000154572	2109.86031363364	2049.73467685715	2225.6853868487	2139.26267867744	2416.08837602227	2152.54027849341	2192.66631001884	2094.84611336355	1127.29089194585	1326.86003470618	1721.30713899486	1754.81443483566	1736.69433507219	1726.18903542839	2074.7285534682
Smp_042920	280.500017919541	315.321895116691	292.172825561143	289.853296042989	293.052157183366	348.819607827952	317.627893297004	371.27238721075	414.250287489562	366.787789674691	304.324660062861	363.607981058401	330.537022543136	313.250851144003	309.859700637827	313.8974878024	373.341202360869	369.702332350055	367.739728126868	305.455111034198
Smp_042980	1191.6414554375	1272.54907672093	1273.37863387886	1280.58931128023	1372.1120645264	1099.28007838352	952.883679891012	996.880976683983	909.760759305435	894.255551431643	1096.41706796167	1119.47184471314	1146.58416344471	1165.41681790746	1255.95170195834	1170.44782216516	1170.98412728617	1124.21744660126	1104.26093998436	1078.77280411021
Smp_042990	1098.78627709172	1093.30359467543	1226.74518615086	1182.67900057674	1127.20419030888	1297.60894111998	1346.99421038418	1258.03845640178	1235.68475948379	1262.72585390301	626.675519502267	725.012277383114	710.925530453433	679.053654289139	618.748054251712	797.053424910015	906.210989706798	837.118905130505	833.404483007067	809.886262706871
