gene_id	dispersion
Smp_000020	0.0148869854152037
Smp_000030	0.0047832491311056
Smp_000040	0.00458290850644099
Smp_000050	0.422066424253128
Smp_000070	0.047144226191005
Smp_000075	23
Smp_000080	1.89583715643295
Smp_000100	0.245921934235656
Smp_000110	0.0251235249423834
Smp_000130	0.0790794614855201
Smp_000150	0.00584254595951195
Smp_000160	0.148457818079644
Smp_000180	0.973256928346898
Smp_000190	0.018434977721578
Smp_000200	0.0122973644611905
Smp_000230	0.0302875923868258
Smp_000240	0.051341348585075
Smp_000260	0.0293459312747447
Smp_000270	1.69320426214132
Smp_000280	1.5646026561197
Smp_000300	0.150266019118422
Smp_000310	0.0189639557105883
Smp_000320	0.131756104645311
Smp_000340	0.356368221051197
Smp_000370	0.0518203381421953
Smp_000390	1.85304636147569
Smp_000420	1.59474029842466
Smp_000430	1.68614106506889
Smp_000470	0.00831916848038186
Smp_000480	0.0249310647005464
Smp_000500	1.58543130623357
Smp_000510	0.0221405096622027
Smp_000580	0.100577095875579
Smp_000590	0.00757210587823723
Smp_000600	0.0579013748591145
Smp_000620	0.311687699102608
Smp_000630	0.0389821870569449
Smp_000640	0.024274151603329
Smp_000650	0.0125412682705848
Smp_000660	0.0197407686319919
Smp_000670	0.0172671060545266
Smp_000680	0.0241451583506925
Smp_000690	0.0972502732775145
Smp_000700	0.0163245892094166
Smp_000710	0.0133065897496363
Smp_000720	0.0193561122460606
Smp_000740	0.0256068411378098
Smp_000755	0.0539179643091628
Smp_000790	0.0200498805422057
Smp_000810	0.0150195658801613
Smp_000820	0.260912001871475
Smp_000830	1.94180621526701
Smp_000850	0.0603271571021373
Smp_000870	0.0737682174948228
Smp_000880	0.0760907647607744
Smp_000900	0.13538762265521
Smp_000910	0.160635642759165
Smp_000950	0.982101768238309
Smp_000980	0.0138705994322252
Smp_000990	0.016001917349683
Smp_001000	0.314490965443477
Smp_001020	0.0200671288147647
Smp_001030	0.00911149581253711
Smp_001040	0.098040733110627
Smp_001070	0.242146566579594
Smp_001080	0.101188468154969
Smp_001090	0.0214365923119457
Smp_001095	0.0242969871653107
Smp_001100	0.138525655903836
Smp_001120	0.0292197531763911
Smp_001160	0.107626029157662
Smp_001170	0.0246037857158559
Smp_001180	0.0241715977968855
Smp_001210	0.0775127939127835
Smp_001360	0.00771417980476004
Smp_001390	0.0393835433987362
Smp_001410	0.0273248590836491
Smp_001420	0.00979979776865553
Smp_001500	0.0122245809118552
Smp_001530	0.0281851859378365
Smp_001560	0.133495882768657
Smp_001590	0.00925563349975135
Smp_001610	0.0849539372116494
Smp_001640	0.0174817448404822
Smp_001780	0.123541842921964
Smp_001830	0.0686762090419721
Smp_001900	0.233199630533506
Smp_001940	0.0138538769101314
Smp_001950	0.117179532873353
Smp_001960	0.00427863680657995
Smp_001980	0.704876673430587
Smp_002010	0.091253192008277
Smp_002060	1.64621595400743
Smp_002080	0.117913445643813
Smp_002100	0.112071095204409
Smp_002160	0.0241094921367342
Smp_002180	0.0430832009136192
Smp_002230	0.032237580124547
Smp_002280	0.0211174444209325
Smp_002380	0.0133879639055999
Smp_002410	0.0615469962933205
Smp_002510	0.0752079343090245
Smp_002550	0.0435813421425639
