dataset	sample_id	run_accession	biosample	secondary_biosample	experiment_accession	technical_unit	library_name	library_layout	fastq_1_url	fastq_2_url	fastq_1_md5	fastq_2_md5	fastq_1_bytes	fastq_2_bytes	read_count	base_count	ena_first_public	ena_query_url
PRJEB32839	x_eggs_r1	ERR11178266	SAMEA7225666	ERS4985651	ERX10611152	lane_1	NT1631279D	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/066/ERR11178266/ERR11178266_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/066/ERR11178266/ERR11178266_2.fastq.gz	bfdc7f70d115a7e6dc942b324a61b08a	25d855abeeb55bc860b9e32643743a54	924170229	1011691375	74101028	7484203828	2023-03-30	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
PRJEB32839	x_eggs_r1	ERR11178356	SAMEA7225666	ERS4985651	ERX10611242	lane_2	NT1631279D	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/056/ERR11178356/ERR11178356_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/056/ERR11178356/ERR11178356_2.fastq.gz	4a8acbd74007c8c72fac3666251bb6e9	985ac8354a0a847d641f7ce53d2e0fff	908201677	1032967703	71699098	7241608898	2023-03-31	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
PRJEB32839	x_eggs_r2	ERR11178276	SAMEA7225663	ERS4985648	ERX10611162	lane_1	NT1631280T	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/076/ERR11178276/ERR11178276_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/076/ERR11178276/ERR11178276_2.fastq.gz	07848694b80c27af1e6d91f5dac858a6	fe5cfeec91e8ecd7555e9e3695758adc	773766596	851570093	60812518	6142064318	2023-03-31	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
PRJEB32839	x_eggs_r2	ERR11178366	SAMEA7225663	ERS4985648	ERX10611252	lane_2	NT1631280T	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/066/ERR11178366/ERR11178366_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/066/ERR11178366/ERR11178366_2.fastq.gz	5f804f08add3d58633176e320cc8d5d8	51681faaaed5b706cf8c1f601c88c98c	746844126	868993658	58472156	5905687756	2023-03-31	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
PRJEB32839	x_eggs_r3	ERR11178286	SAMEA7225668	ERS4985653	ERX10611172	lane_1	NT1631281U	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/086/ERR11178286/ERR11178286_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/086/ERR11178286/ERR11178286_2.fastq.gz	fa41a1f25953a31f191c92a7d7d077a0	a288c8e941f08da36a4b0c70bfd53cde	980417848	1104462436	79725068	8052231868	2023-03-31	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
PRJEB32839	x_eggs_r3	ERR11178376	SAMEA7225668	ERS4985653	ERX10611262	lane_2	NT1631281U	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/076/ERR11178376/ERR11178376_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/076/ERR11178376/ERR11178376_2.fastq.gz	5cb407bc874f08a4aca1bcb7713647c9	a3ad00b3cbcaab586c425bbd9ffa61b3	959452934	1123446277	76782158	7754997958	2023-03-31	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
PRJEB32839	x_eggs_r4	ERR11178295	SAMEA7225670	ERS4985655	ERX10611181	lane_1	NT1631282V	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/095/ERR11178295/ERR11178295_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/095/ERR11178295/ERR11178295_2.fastq.gz	237ddcd06c4c4ef8590e4707f2cfb90f	ede07b6c7abd09d2ecdf20b5f9b3fc7f	973801898	1099535603	79824956	8062320556	2023-03-31	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
PRJEB32839	x_eggs_r4	ERR11178385	SAMEA7225670	ERS4985655	ERX10611271	lane_2	NT1631282V	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/085/ERR11178385/ERR11178385_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/085/ERR11178385/ERR11178385_2.fastq.gz	b160dd6710f62ee0b429d445b35c894f	6ca2c5fd69c2203db206e2caf1363f86	966314684	1113544054	76694008	7746094808	2023-03-31	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
PRJEB32839	x_eggs_r5	ERR11178304	SAMEA7225672	ERS4985657	ERX10611190	lane_1	NT1631283W	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/004/ERR11178304/ERR11178304_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/004/ERR11178304/ERR11178304_2.fastq.gz	7a3a7e913b85255a435650baf5c192c7	a9b8ec923dc823c5f675a43c5ac84836	861691711	926219039	68414170	6909831170	2023-03-31	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
PRJEB32839	x_eggs_r5	ERR11178394	SAMEA7225672	ERS4985657	ERX10611280	lane_2	NT1631283W	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/094/ERR11178394/ERR11178394_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/094/ERR11178394/ERR11178394_2.fastq.gz	886d3f7ea1d371f63bc8d73fe693d7f4	152319731927bd96af432653bc0c713f	853890058	956960855	66970878	6764058678	2023-03-30	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB32839&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Csample_alias%2Csample_title%2Csample_description%2Cexperiment_title%2Clibrary_name%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_platform%2Cinstrument_model%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes%2Cread_count%2Cbase_count%2Cfirst_public&format=tsv&download=false
