dataset,sample_id,file_prefix,run_accession,condition,stage,tissue,sex,infection_mode,treatment,time_hours,batch,replicate,biosample,library_name,technical_unit
PRJEB32839,f_2d_somules_r1,f_2d_somules_r1,ERR11178285,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225761,NT1631329T,lane_1
PRJEB32839,f_2d_somules_r1,f_2d_somules_r1,ERR11178375,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225761,NT1631329T,lane_2
PRJEB32839,f_2d_somules_r2,f_2d_somules_r2,ERR11178294,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225763,NT1631330M,lane_1
PRJEB32839,f_2d_somules_r2,f_2d_somules_r2,ERR11178384,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225763,NT1631330M,lane_2
PRJEB32839,f_2d_somules_r3,f_2d_somules_r3,ERR11178303,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225765,NT1631331N,lane_1
PRJEB32839,f_2d_somules_r3,f_2d_somules_r3,ERR11178393,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225765,NT1631331N,lane_2
PRJEB32839,f_2d_somules_r4,f_2d_somules_r4,ERR11178312,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225767,NT1631332O,lane_1
PRJEB32839,f_2d_somules_r4,f_2d_somules_r4,ERR11178402,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225767,NT1631332O,lane_2
PRJEB32839,f_2d_somules_r5,f_2d_somules_r5,ERR11178321,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225769,NT1631333P,lane_1
PRJEB32839,f_2d_somules_r5,f_2d_somules_r5,ERR11178411,schistosomulum_2d_female,schistosomulum_2d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225769,NT1631333P,lane_2
PRJEB32839,f_32d_sporocysts_r1,f_32d_sporocysts_r1,ERR11178308,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225703,NT1631299H,lane_1
PRJEB32839,f_32d_sporocysts_r1,f_32d_sporocysts_r1,ERR11178398,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225703,NT1631299H,lane_2
PRJEB32839,f_32d_sporocysts_r2,f_32d_sporocysts_r2,ERR11178317,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225705,NT1631300G,lane_1
PRJEB32839,f_32d_sporocysts_r2,f_32d_sporocysts_r2,ERR11178407,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225705,NT1631300G,lane_2
PRJEB32839,f_32d_sporocysts_r3,f_32d_sporocysts_r3,ERR11178325,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225707,NT1631301H,lane_1
PRJEB32839,f_32d_sporocysts_r3,f_32d_sporocysts_r3,ERR11178415,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225707,NT1631301H,lane_2
PRJEB32839,f_32d_sporocysts_r4,f_32d_sporocysts_r4,ERR11178334,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225709,NT1631302I,lane_1
PRJEB32839,f_32d_sporocysts_r4,f_32d_sporocysts_r4,ERR11178424,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225709,NT1631302I,lane_2
PRJEB32839,f_32d_sporocysts_r5,f_32d_sporocysts_r5,ERR11178272,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225711,NT1631303J,lane_1
PRJEB32839,f_32d_sporocysts_r5,f_32d_sporocysts_r5,ERR11178362,sporocyst_32d_female,sporocyst_32d,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225711,NT1631303J,lane_2
PRJEB32839,f_cercariae_r1,f_cercariae_r1,ERR11178343,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225733,NT1631314M,lane_1
PRJEB32839,f_cercariae_r1,f_cercariae_r1,ERR11178433,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225733,NT1631314M,lane_2
PRJEB32839,f_cercariae_r2,f_cercariae_r2,ERR11178347,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225735,NT1631315N,lane_1
PRJEB32839,f_cercariae_r2,f_cercariae_r2,ERR11178437,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225735,NT1631315N,lane_2
PRJEB32839,f_cercariae_r3,f_cercariae_r3,ERR11178349,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225736,NT1631316O,lane_1
PRJEB32839,f_cercariae_r3,f_cercariae_r3,ERR11178439,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225736,NT1631316O,lane_2
PRJEB32839,f_cercariae_r4,f_cercariae_r4,ERR11178351,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225739,NT1631317P,lane_1
PRJEB32839,f_cercariae_r4,f_cercariae_r4,ERR11178441,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225739,NT1631317P,lane_2
PRJEB32839,f_cercariae_r5,f_cercariae_r5,ERR11178353,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225743,NT1631318Q,lane_1
PRJEB32839,f_cercariae_r5,f_cercariae_r5,ERR11178443,cercaria_female,cercaria,whole_organism,female,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225743,NT1631318Q,lane_2
PRJEB32839,m_26d_juveniles_r1,m_26d_juveniles_r1,ERR11178307,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225797,NT1631347V,lane_1
PRJEB32839,m_26d_juveniles_r1,m_26d_juveniles_r1,ERR11178397,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225797,NT1631347V,lane_2
PRJEB32839,m_26d_juveniles_r2,m_26d_juveniles_r2,ERR11178316,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225798,NT1631348W,lane_1
PRJEB32839,m_26d_juveniles_r2,m_26d_juveniles_r2,ERR11178406,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225798,NT1631348W,lane_2
PRJEB32839,m_26d_juveniles_r3,m_26d_juveniles_r3,ERR11178324,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225801,NT1631349A,lane_1
PRJEB32839,m_26d_juveniles_r3,m_26d_juveniles_r3,ERR11178414,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225801,NT1631349A,lane_2
PRJEB32839,m_26d_juveniles_r4,m_26d_juveniles_r4,ERR11178333,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225804,NT1631350Q,lane_1
PRJEB32839,m_26d_juveniles_r4,m_26d_juveniles_r4,ERR11178423,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225804,NT1631350Q,lane_2
PRJEB32839,m_26d_juveniles_r5,m_26d_juveniles_r5,ERR11178271,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225805,NT1631351R,lane_1
PRJEB32839,m_26d_juveniles_r5,m_26d_juveniles_r5,ERR11178361,juvenile_26d_male,juvenile_26d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225805,NT1631351R,lane_2
PRJEB32839,m_2d_somules_r1,m_2d_somules_r1,ERR11178329,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225771,NT1631334Q,lane_1
PRJEB32839,m_2d_somules_r1,m_2d_somules_r1,ERR11178419,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225771,NT1631334Q,lane_2
PRJEB32839,m_2d_somules_r2,m_2d_somules_r2,ERR11178267,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225773,NT1631335R,lane_1
PRJEB32839,m_2d_somules_r2,m_2d_somules_r2,ERR11178357,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225773,NT1631335R,lane_2
PRJEB32839,m_2d_somules_r3,m_2d_somules_r3,ERR11178277,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225775,NT1631336S,lane_1
PRJEB32839,m_2d_somules_r3,m_2d_somules_r3,ERR11178367,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225775,NT1631336S,lane_2
PRJEB32839,m_2d_somules_r4,m_2d_somules_r4,ERR11178287,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225777,NT1631337T,lane_1
PRJEB32839,m_2d_somules_r4,m_2d_somules_r4,ERR11178377,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225777,NT1631337T,lane_2
PRJEB32839,m_2d_somules_r5,m_2d_somules_r5,ERR11178296,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225779,NT1631338U,lane_1
PRJEB32839,m_2d_somules_r5,m_2d_somules_r5,ERR11178386,schistosomulum_2d_male,schistosomulum_2d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225779,NT1631338U,lane_2
PRJEB32839,m_32d_sporocysts_r1,m_32d_sporocysts_r1,ERR11178282,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225713,NT1631304K,lane_1
PRJEB32839,m_32d_sporocysts_r1,m_32d_sporocysts_r1,ERR11178372,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225713,NT1631304K,lane_2
PRJEB32839,m_32d_sporocysts_r2,m_32d_sporocysts_r2,ERR11178292,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225715,NT1631305L,lane_1
PRJEB32839,m_32d_sporocysts_r2,m_32d_sporocysts_r2,ERR11178382,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225715,NT1631305L,lane_2
PRJEB32839,m_32d_sporocysts_r3,m_32d_sporocysts_r3,ERR11178301,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225717,NT1631306M,lane_1
PRJEB32839,m_32d_sporocysts_r3,m_32d_sporocysts_r3,ERR11178391,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225717,NT1631306M,lane_2
PRJEB32839,m_32d_sporocysts_r4,m_32d_sporocysts_r4,ERR11178310,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225718,NT1631307N,lane_1
PRJEB32839,m_32d_sporocysts_r4,m_32d_sporocysts_r4,ERR11178400,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225718,NT1631307N,lane_2
PRJEB32839,m_32d_sporocysts_r5,m_32d_sporocysts_r5,ERR11178319,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225721,NT1631308O,lane_1
PRJEB32839,m_32d_sporocysts_r5,m_32d_sporocysts_r5,ERR11178409,sporocyst_32d_male,sporocyst_32d,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225721,NT1631308O,lane_2
PRJEB32839,m_cercariae_r1,m_cercariae_r1,ERR11178274,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225745,NT1631319R,lane_1
PRJEB32839,m_cercariae_r1,m_cercariae_r1,ERR11178364,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225745,NT1631319R,lane_2
PRJEB32839,m_cercariae_r2,m_cercariae_r2,ERR11178284,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225747,NT1631320K,lane_1
PRJEB32839,m_cercariae_r2,m_cercariae_r2,ERR11178374,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225747,NT1631320K,lane_2
PRJEB32839,m_cercariae_r3,m_cercariae_r3,ERR11178293,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225749,NT1631321L,lane_1
PRJEB32839,m_cercariae_r3,m_cercariae_r3,ERR11178383,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225749,NT1631321L,lane_2
PRJEB32839,m_cercariae_r4,m_cercariae_r4,ERR11178302,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225751,NT1631322M,lane_1
PRJEB32839,m_cercariae_r4,m_cercariae_r4,ERR11178392,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225751,NT1631322M,lane_2
PRJEB32839,m_cercariae_r5,m_cercariae_r5,ERR11178311,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225753,NT1631323N,lane_1
PRJEB32839,m_cercariae_r5,m_cercariae_r5,ERR11178401,cercaria_male,cercaria,whole_organism,male,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225753,NT1631323N,lane_2
PRJEB32839,x_1d_sporocysts_r1,x_1d_sporocysts_r1,ERR11178288,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225686,NT1631289F,lane_1
PRJEB32839,x_1d_sporocysts_r1,x_1d_sporocysts_r1,ERR11178378,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225686,NT1631289F,lane_2
PRJEB32839,x_1d_sporocysts_r2,x_1d_sporocysts_r2,ERR11178297,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225684,NT1631290V,lane_1
PRJEB32839,x_1d_sporocysts_r2,x_1d_sporocysts_r2,ERR11178387,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225684,NT1631290V,lane_2
PRJEB32839,x_1d_sporocysts_r3,x_1d_sporocysts_r3,ERR11178306,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225688,NT1631291W,lane_1
PRJEB32839,x_1d_sporocysts_r3,x_1d_sporocysts_r3,ERR11178396,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225688,NT1631291W,lane_2
PRJEB32839,x_1d_sporocysts_r4,x_1d_sporocysts_r4,ERR11178315,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225690,NT1631292A,lane_1
PRJEB32839,x_1d_sporocysts_r4,x_1d_sporocysts_r4,ERR11178405,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225690,NT1631292A,lane_2
PRJEB32839,x_1d_sporocysts_r5,x_1d_sporocysts_r5,ERR11178264,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225693,NT1631293B,lane_1
PRJEB32839,x_1d_sporocysts_r5,x_1d_sporocysts_r5,ERR11178354,sporocyst_1d_mixed,sporocyst_1d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225693,NT1631293B,lane_2
PRJEB32839,x_2d_somules_r1,x_2d_somules_r1,ERR11178305,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225782,NT1631339V,lane_1
PRJEB32839,x_2d_somules_r1,x_2d_somules_r1,ERR11178395,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225782,NT1631339V,lane_2
PRJEB32839,x_2d_somules_r2,x_2d_somules_r2,ERR11178314,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225783,NT1631340O,lane_1
PRJEB32839,x_2d_somules_r2,x_2d_somules_r2,ERR11178404,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225783,NT1631340O,lane_2
PRJEB32839,x_2d_somules_r3,x_2d_somules_r3,ERR11178323,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225784,NT1631341P,lane_1
PRJEB32839,x_2d_somules_r3,x_2d_somules_r3,ERR11178413,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225784,NT1631341P,lane_2
PRJEB32839,x_2d_somules_r4,x_2d_somules_r4,ERR11178281,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225806,NT1631352S,lane_1
PRJEB32839,x_2d_somules_r4,x_2d_somules_r4,ERR11178371,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225806,NT1631352S,lane_2
PRJEB32839,x_2d_somules_r5,x_2d_somules_r5,ERR11178291,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225809,NT1631353T,lane_1
PRJEB32839,x_2d_somules_r5,x_2d_somules_r5,ERR11178381,schistosomulum_2d_mixed,schistosomulum_2d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225809,NT1631353T,lane_2
PRJEB32839,x_32d_sporocysts_r1,x_32d_sporocysts_r1,ERR11178327,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225724,NT1631309P,lane_1
PRJEB32839,x_32d_sporocysts_r1,x_32d_sporocysts_r1,ERR11178417,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225724,NT1631309P,lane_2
PRJEB32839,x_32d_sporocysts_r2,x_32d_sporocysts_r2,ERR11178336,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225725,NT1631310I,lane_1
PRJEB32839,x_32d_sporocysts_r2,x_32d_sporocysts_r2,ERR11178426,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225725,NT1631310I,lane_2
PRJEB32839,x_32d_sporocysts_r3,x_32d_sporocysts_r3,ERR11178341,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225729,NT1631312K,lane_1
PRJEB32839,x_32d_sporocysts_r3,x_32d_sporocysts_r3,ERR11178431,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225729,NT1631312K,lane_2
PRJEB32839,x_32d_sporocysts_r4,x_32d_sporocysts_r4,ERR11178345,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225727,NT1631311J,lane_1
PRJEB32839,x_32d_sporocysts_r4,x_32d_sporocysts_r4,ERR11178435,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225727,NT1631311J,lane_2
PRJEB32839,x_32d_sporocysts_r5,x_32d_sporocysts_r5,ERR11178342,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225731,NT1631313L,lane_1
PRJEB32839,x_32d_sporocysts_r5,x_32d_sporocysts_r5,ERR11178432,sporocyst_32d_mixed,sporocyst_32d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225731,NT1631313L,lane_2
PRJEB32839,x_5d_sporocysts_r1,x_5d_sporocysts_r1,ERR11178332,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225692,NT1631294C,lane_1
PRJEB32839,x_5d_sporocysts_r1,x_5d_sporocysts_r1,ERR11178422,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225692,NT1631294C,lane_2
PRJEB32839,x_5d_sporocysts_r2,x_5d_sporocysts_r2,ERR11178270,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225697,NT1631295D,lane_1
PRJEB32839,x_5d_sporocysts_r2,x_5d_sporocysts_r2,ERR11178360,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225697,NT1631295D,lane_2
PRJEB32839,x_5d_sporocysts_r3,x_5d_sporocysts_r3,ERR11178280,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225696,NT1631296E,lane_1
PRJEB32839,x_5d_sporocysts_r3,x_5d_sporocysts_r3,ERR11178370,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,3,SAMEA7225696,NT1631296E,lane_2
PRJEB32839,x_5d_sporocysts_r4,x_5d_sporocysts_r4,ERR11178290,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225699,NT1631297F,lane_1
PRJEB32839,x_5d_sporocysts_r4,x_5d_sporocysts_r4,ERR11178380,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,4,SAMEA7225699,NT1631297F,lane_2
PRJEB32839,x_5d_sporocysts_r5,x_5d_sporocysts_r5,ERR11178299,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225701,NT1631298G,lane_1
PRJEB32839,x_5d_sporocysts_r5,x_5d_sporocysts_r5,ERR11178389,sporocyst_5d_mixed,sporocyst_5d,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,5,SAMEA7225701,NT1631298G,lane_2
PRJEB32839,x_cercariae_r1,x_cercariae_r1,ERR11178320,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225755,NT1631324O,lane_1
PRJEB32839,x_cercariae_r1,x_cercariae_r1,ERR11178410,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,1,SAMEA7225755,NT1631324O,lane_2
PRJEB32839,x_cercariae_r2,x_cercariae_r2,ERR11178328,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225757,NT1631325P,lane_1
PRJEB32839,x_cercariae_r2,x_cercariae_r2,ERR11178418,cercaria_mixed,cercaria,whole_organism,mixed,not_applicable,untreated,not_applicable,not_declared,2,SAMEA7225757,NT1631325P,lane_2
