sample_id	PC1	PC2
pzq_0h	-22.4150022775731	-17.6517495313547
pzq_0p25h	-22.0339979048952	-24.4361682507589
pzq_1h	-25.7698206921849	-2.67022751894878
pzq_3h	-29.8189318664083	3.27446968643412
pzq_6h	-18.66243526099	6.65616506974892
pzq_9h	-22.0502507598655	0.154374218806695
pzq_12h	0.478591394616446	23.7948969567521
pzq_24h	24.2561942162293	30.1536840956473
pzq_48h	46.4792231061971	7.81067625868371
pzq_96h	69.5364300448741	-27.0861209850105
